statNm,addr,chgerType,useTime,lat,lng,output,limitYn,limitDetail
산수1동행정복지센터,광주광역시 동구 무등로449번길 12,2,24시간 이용가능,35.157297622,126.93064666,7.0,N,기타
계림1동행정복지센터,광주광역시 동구 경양로247번길 26,2,24시간 이용가능,35.158548171,126.91956854,7.0,N,기타
산수2동행정복지센터,광주광역시 동구 필문대로191번길 43-24,2,24시간 이용가능,35.154571767,126.9361255,7.0,N,기타
화정3동행정복지센터,광주광역시 서구 월드컵4강로68번길 21,2,24시간 이용가능,35.143529528,126.87695671,7.0,N,기타
화정2동행정복지센터,광주광역시 서구 화운로 94,2,24시간 이용가능,35.146561083,126.88222512,7.0,N,기타
화정4동행정복지센터,광주광역시 서구 염화로83번길 3,2,24시간 이용가능,35.141741528,126.87374424,7.0,N,기타
지원1동행정복지센터,광주광역시 동구 남문로 600-3,2,24시간 이용가능,35.124788668,126.93228971,7.0,N,기타
학운동행정복지센터,광주광역시 동구 의재로 53,2,24시간 이용가능,35.132441883,126.93343269,7.0,N,기타
계림2동행정복지센터,광주광역시 동구 무등로384번길 23,2,24시간 이용가능,35.158475409,126.92559966,7.0,N,기타
지원2동행정복지센터,광주광역시 동구 화산로 361,2,24시간 이용가능,35.120481893,126.93284179,7.0,N,기타
화정1동행정복지센터,광주광역시 서구 내방로338번길 11,2,24시간 이용가능,35.156421985,126.87769734,7.0,N,기타
무등산 명지로드힐포레,광주광역시 동구 밤실로90번길 20,2,24시간 이용가능,35.154784,126.938561,7.0,Y,거주자외 출입제한
광주광역시 종합건설본부,광주광역시 서구 화정로149,2,24시간 이용가능,35.1455049,126.8739305,7.0,N,기타
상무1동행정복지센터,광주광역시 서구 월드컵4강로197번길 20,2,24시간 이용가능,35.153788669,126.86741957,7.0,N,기타
광주 상수도동부사업소,광주광역시 동구 소태동 470-1,2,24시간 이용가능,35.124913,126.9374448,7.0,N,기타
한진 광주택배터미널 전기차충전소,광주광역시 광산구 손재로 366-55,4,평일 09:00~18:00,35.1989616,126.8009737,100.0,Y,택배 물류센터
각화휴먼파크 서희스타힐스,광주광역시 북구 군왕로 311,2,24시간 이용가능,35.18801913,126.9365659,7.0,Y,RFID 카드만 가능
양산동 금광아파트,광주광역시 북구 하서로241번길 13,2,24시간 이용가능,35.196749665,126.87584821,7.0,Y,기타
씨네파크,광주광역시 광산구 임방울대로826번길 29-31,2,24시간 이용가능,35.216393051,126.850624,7.0,N,기타
임동평화맨션,광주광역시 북구 경양로 22,2,24시간 이용가능,35.162698021,126.89566258,7.0,Y,기타
사단법인 애일의 집,광주광역시 광산구 금동학동길 198,2,24시간 이용가능,35.190196864,126.67053649,7.0,Y,외부인 사용불가
(주)세광주택개발,광주광역시 광산구 풍영로145번길 106,2,24시간 이용가능,35.182575639,126.80950458,7.0,Y,외부인 사용불가
(주)태원,광주광역시 남구 효우2로 34,2,24시간 이용가능,35.101812293,126.8883459,7.0,Y,외부인 사용불가
수완영무2,광주광역시 광산구 수완로33번길 79,2,24시간 이용가능,35.187531285,126.82482532,7.0,Y,기타
두암동 중흥S클래스,광주광역시 북구 탁영로 33,2,24시간 이용가능,35.166555595,126.93635058,7.0,Y,기타
푸른마을주공4차,광주광역시 북구 동림용산로 12,2,24시간 이용가능,35.187636563,126.86870606,7.0,Y,기타
동림동푸른마을3,광주광역시 북구 북문대로242번길 11,2,24시간 이용가능,35.188212419,126.86547335,7.0,Y,기타
대덕6차무지개아파트,광주광역시 광산구 금봉로 36,2,24시간 이용가능,35.1515091,126.8025769,7.0,Y,기타
이스타골프존(주),광주광역시 남구 군분로89번길 36,2,24시간 이용가능,35.13938586,126.88759932,7.0,N,기타
KCC광주영업소,광주광역시 광산구 무진대로 270,2,24시간 이용가능,35.1608437,126.8099796,7.0,N,기타
광주 첨단CMC TOWER,광주광역시 광산구 첨단중앙로152번길 81-15,2,24시간 이용가능,35.220316956,126.84638276,7.0,N,기타
봉선동제일풍경채엘리트파크,광주광역시 남구 제석로80번길 5,2,24시간 이용가능,35.12181523,126.90756827,7.0,Y,기타
선운해광샹그릴라,광주광역시 광산구 선운로 17,2,24시간 이용가능,35.148945114,126.77114176,7.0,Y,기타
동림동삼호가든아파트,광주광역시 북구 북문대로 235,2,24시간 이용가능,35.1860059,126.8656439,7.0,Y,입주민 전용
광주 선한병원,광주광역시 서구 무진대로 975,2,24시간 이용가능,35.1615813,126.8869937,7.0,N,기타
광주 광신대학교,광주광역시 북구 양산택지소로 36,2,24시간 이용가능,35.2154088,126.88542808,7.0,N,기타
_일곡두경타워,광주광역시 북구 설죽로 518-4,2,24시간 이용가능,35.2049451,126.8986901,7.0,N,기타
도산동서경아파트,광주광역시 광산구 도산로 28,2,24시간 이용가능,35.1309731,126.7920473,7.0,Y,입주자전용
_보이저진월,광주광역시 남구 서문대로 729,5,24시간 이용가능,35.1244671,126.8975849,50.0,N,기타
네이버 스퀘어 광주,광주광역시 동구 금남로 219,2,24시간이용,35.1497869,126.9164749,7.0,N,기타
호반아파트,광주광역시 서구 학생독립로9번길 8,2,24시간 이용,35.143557712,126.8674434,7.0,Y,입주자전용
중흥레포츠클럽 풍암지점,광주광역시 서구 풍서좌로 129,2,24시간 이용,35.12254066,126.85510575,7.0,N,기타
광주한국병원,광주광역시 서구 월드컵4강로 223,2,24시간 이용가능,35.155679,126.869123,7.0,N,기타
한국교직원공제회 광주회관,광주광역시 서구 죽봉대로 52,2,24시간 이용,35.158266446,126.88346758,7.0,N,기타
광주 중흥S클래스더제니스 오피스텔,광주광역시 북구 유동길 48,2,24시간 이용,35.156705824,126.90367244,7.0,Y,기타
신가병원,광주광역시 광산구 목련로 316,2,24시간 이용가능,35.1774169,126.8296948,7.0,N,기타
무등산 아이파크 상가동,광주광역시 동구 남문로753번길 20,2,24시간 이용가능,35.1363504,126.9226225,7.0,N,기타
라펜트힐아파트,광주광역시 광산구 임방울대로 826,2,24시간 이용가능,35.2172485,126.8483317,7.0,Y,입주민외 사용불가
양산우미아파트,광주광역시 북구 상촌로 24,2,24시간 이용가능,35.211569,126.8777716,7.0,Y,입주민외 사용불가
브라이튼정상교육센터,광주광역시 광산구 임방울대로 603,2,24시간 이용가능,35.2116879,126.8259617,7.0,N,해당사항 없음
광주광역시교육청창의융합교육원,광주광역시 동구 의재로109번길 10,2,24시간 이용가능,35.133357158,126.940478,7.0,N,해당사항 없음
운암동 포레스힐2,광주광역시 북구 운암동 936-15 운암동 포레스-힐2,7,24시간 이용가능,35.17904241,126.87408151,7.0,N,해당사항 없음
상무비즈센터,광주광역시 서구 상무시민로 103,2,24시간 이용가능,35.155530889,126.85051107,7.0,N,해당사항없음
광명하이츠타운아파트,광주광역시 서구 내방로251번길 10,2,24시간 이용가능,35.1587602,126.8680576,7.0,N,해당사항 없음
한국산업단지공단 광주북구종합체육관,광주광역시 북구 첨단연신로29번길 23,5,00:00 ~ 23:59,35.1994325,126.8612304,50.0,N,기타
광주 광산 운남진아리채리버힐즈,광주광역시 광산구 목련로273번길 23,2,00:00 ~ 23:59,35.1750072,126.8257097,7.0,Y,거주자 외 출입제한
산골갈비탕,광주광역시 북구 용전마을길 24-6,2,기타,35.2374131,126.895631,7.0,N,기타
하남부영아파트,광주광역시 광산구 사암로 251,2,24시간 이용가능,35.1672232,126.8077314,7.0,Y,입주민 전용
광주 북구 양산1차일신아파트 지상주차장,광주광역시 북구 양산택지로79번길 15,2,00:00 ~ 23:59,35.2133958,126.8795344,7.0,Y,입주민 전용
광주 첨단부영사랑으로1차아파트 지상주차장,광주광역시 광산구 월계로 170,2,00:00 ~ 23:59,35.212426,126.8452215,7.0,Y,입주민 전용
광주 학1마을아파트 지상주차장,광주광역시 동구 남문로 734,2,00:00 ~ 23:59,35.1365188,126.9266797,7.0,Y,입주민 전용
광주 북구 광주시민의숲야영장 주차장,광주광역시 북구 추암로 190,4,00:00 ~ 23:59,35.2369719,126.8682851,50.0,Y,입주민 전용
광주 북구 광주시민의숲물놀이장 주차장,광주광역시 북구 추암로 44,4,00:00 ~ 23:59,35.218322,126.8574506,50.0,Y,입주민 전용
광주 북구 이노비즈센터 지상주차장,광주광역시 북구 추암로 245,4,00:00 ~ 23:59,35.2369786,126.8675498,50.0,Y,입주민 전용
한국산업단지공단 광주지역본부 제2주차장-1,광주광역시 북구 첨단벤처로28번길 10,4,00:00 ~ 23:59,35.2235424,126.8587561,50.0,Y,입주민 전용
광주광역시 서구 주은모아아파트,광주광역시 서구 풍암2로 36,2,24시간 이용가능,35.1237532,126.8800313,7.0,Y,입주민 전용
광주 남구 아남프라자아파트,광주광역시 남구 제중로 93,2,24시간 이용가능,35.140292,126.9102351,7.0,Y,입주민 전용
광주 북구 로얄타운아파트,광주광역시 북구 우치로331번길 17,2,24시간 이용가능,35.193711,126.90248,7.0,Y,입주민 전용
광주광역시 광산구 신창2차남양휴튼 아파트,광주시 광산구 신창로71번길 17,2,00:00 ~ 23:59,35.1913759,126.8361557,7.0,Y,입주민 전용
광주광역시 광산구 신촌동대주파크빌,광주시 광산구 사암로24,2,00:00 ~ 23:59,35.1457443,126.8080683,7.0,Y,입주민 전용
광주광역시 광산구 신창부영1차 아파트,광주광역시 광산구 장신로265번길 22,2,24시간 이용가능,35.1919886,126.8410896,7.0,Y,입주민 전용
광주 광산구 신창5차부영사랑으로 아파트,광주 광산구 신창로71번길 16,2,00:00 ~ 23:59,35.1929771,126.8361905,7.0,Y,입주민 전용
광주 광산구 운남진아리채리버힐즈 아파트2,광주 광산구 목련로273번길 23,2,00:00 ~ 23:59,35.1750072,126.8257097,7.0,Y,입주민 전용
광주광역시 북구 푸른마을주공3단지 아파트,광주광역시 북구 북문대로242번길 11,2,24시간 이용가능,35.1891571,126.8650413,7.0,Y,입주민 전용
광주광역시 광산구 신창부영사랑으로2차 아파트,광주 광산구 신창로71번길 33,2,00:00 ~ 23:59,35.1926337,126.8334834,7.0,Y,입주민 전용
광주 동구 운림무등파크1차아파트 지상주차장,광주광역시 동구 운림길 23,2,00:00 ~ 23:59,35.1344132,126.9406343,7.0,Y,입주민 전용
광주 북구 매곡동삼익아파트,광주광역시 북구 매곡로 37,2,00:00 ~ 23:59,35.1882058,126.8932995,7.0,Y,입주민 전용
광주 남구 일진스위트포레,광주광역시 남구 고싸움로164번길 22,2,00:00 ~ 23:59,35.084187,126.8330255,7.0,Y,입주민 전용
광주 광산구 수완대성베르힐아파트,광주광역시 광산구 수등로94번길 31,2,00:00 ~ 23:59,35.1822161,126.8200873,7.0,Y,입주민 전용
광주 광산구 첨단건영아파트,광주광역시 광산구 첨단중앙로181번길 104,2,00:00 ~ 23:59,35.2186723,126.8297574,7.0,Y,입주민 전용
광주 남구 효천남해오네뜨1단지아파트,"광주광역시 남구 효우2로 21, 1층(행암동)",2,00:00 ~ 23:59,35.1011056,126.8896385,7.0,Y,입주민 전용
광주 서구 광주신창부영으로3차아파트,광주광역시 광산구 신창로161번길 34,2,00:00 ~ 23:59,35.2005559,126.8390216,7.0,Y,입주민 전용
광주 광산구 신창지구호반베르디움3차아파트,광주광역시 광산구 신창로161번길 19(신창동),2,24시간 이용가능,35.1991614,126.8396075,7.0,Y,입주민 전용
광주 서구 라인동산아파트,광주광역시 서구 염화로45번길 17(화정동),2,00:00 ~ 23:59,35.1379151,126.8702199,7.0,Y,입주민 전용
광주 광산구 신촌명지아파트,광주광역시 광산구 송도로320번길 11(신총동),2,00:00 ~ 23:59,35.1410728,126.8031093,7.0,Y,입주민 전용
광주 북구 매곡동대주피오레 아파트,광주광역시 북구 매곡로 93(매곡동),2,24시간 이용가능,35.1927363,126.8908161,7.0,Y,입주민 전용
광주 광산구 송정동라인1차아파트,광주광역시 광산구 용보로27번길 46(송정동),2,24시간 이용가능,35.1373862,126.8042105,7.0,Y,입주민 전용
광주 서구 상무금호타운3단지아파트,광주광역시 서구 치평로 23(치평동),2,00:00 ~ 23:59,35.1494838,126.8462317,7.0,Y,입주민 전용
광주 서구 풍암3차대주파크빌,광주광역시 서구 풍암순환로 114(풍암동),2,00:00 ~ 23:59,35.1206198,126.8842506,7.0,Y,입주민 전용
광주 서구 금호동코아루아파트,광주광역시 서구 금호운천길 41(금호동),2,24시간 이용가능,35.1386861,126.8562811,7.0,Y,입주민 전용
광주 북구 양산타운송촌삼익아파트,광주광역시 북구 하서로423번길 33(용두동),2,24시간 이용가능,35.2128726,126.8723537,7.0,Y,입주민 전용
광주 동구 라인1차아파트,광주광역시 동구 운림길71,2,00:00 ~ 23:59,35.1342164,126.9437447,7.0,Y,입주민 전용
광주 서구 금부마을한국아파트,광주광역시 서구 금화로115번길 9,2,00:00 ~ 23:59,35.1337454,126.8606686,7.0,Y,입주민 전용
광주 광산구 도산동카이스트빌2차아파트,광주광역시 광산구 송도로181번길 30,2,24시간 이용가능,35.1318723,126.7932891,7.0,Y,입주민 전용
광주 남구 봉선로 남해오네뜨,광주광역시 남구 봉선로 42,2,24시간 이용가능,35.1299858,126.9029609,7.0,Y,입주민 전용
광주 남구 경남아파트,광주광역시 남구 봉선로52번길 21,2,24시간 이용가능,35.1278737,126.9028457,7.0,Y,입주민 전용
광주 광산구 하남지구 호반아파트,광주광역시 광산구 비아로 185,2,24시간 이용가능,35.2239665,126.8245523,7.0,Y,입주민 전용
광주 광산구 첨단과학산업단지 3차우미아파트,광주광역시 광산구 첨단내촌로 93,2,24시간 이용가능,35.2137997,126.8336805,7.0,Y,입주민 전용
광주 광산구 광주신창동대라수아파트,광주광역시 광산구 장신로 326,2,24시간 이용가능,35.1929693,126.8454991,7.0,Y,입주민 전용
광주 광산구 수완 한양 수자인,광주광역시 광산구 수등로123번길 75,2,24시간 이용가능,35.1865846,126.8234375,7.0,Y,입주민 전용
광주 북구 일곡엘리체프라임아파트,광주광역시 북구 설죽로 419,2,24시간 이용가능,35.1976609,126.8984493,7.0,Y,입주민 전용
광주 남구 봉선동남양휴튼2차아파트,광주광역시 남구 봉선로 115,2,24시간 이용가능,35.1250101,126.9084229,7.0,Y,입주민 전용
광주 광산구 소촌라인2차아파트,광주광역시 광산구 금봉로 18,2,00:00 ~ 23:59,35.1510968,126.8006306,7.0,Y,입주민 전용
광주 북구 대웅아파트,광주광역시 북구 설죽로 322,2,00:00 ~ 23:59,35.1882733,126.8995262,7.0,Y,입주민 전용
광주 북구 운암우미3차아파트,광주광역시 북구 서강로131번길 60,2,00:00 ~ 23:59,35.1849553,126.873007,7.0,Y,입주민 전용
광주 광산구 수완지구 호반베르디움 1차 아파트,광주광역시 광산구 수등로123번길 21,2,00:00 ~ 23:59,35.1846292,126.8213818,7.0,Y,입주민 전용
광주광역시 북구 광명2차 아파트,광주광역시 북구 효열로 13,2,24시간 이용가능,35.2079246,126.8701459,7.0,Y,입주민 전용
광주광역시 서구 풍암동에스케이뷰 아파트,광주광역시 서구 송풍로 30,2,00:00 ~ 23:59,35.1185364,126.8686496,7.0,Y,입주민 전용
광주 서구 마재마을금호베스트빌아파트,광주광역시 서구 화개1로78번길 18,2,24시간 이용가능,35.1305767,126.8573809,7.0,Y,입주민 전용
광주 광산 수완지구은빛마을모아엘가아파트,광주광역시 광산구 수완로33번길 76,2,24시간 이용가능,35.1889532,126.8250815,7.0,Y,입주민 전용
광주 남구 힐스테이트백운아파트,광주광역시 남구 회재로1293번길 7,2,00:00 ~ 23:59,35.1362886,126.8996813,7.0,Y,입주민 전용
한국교통안전공단 광주자동차검사소,광주광역시 남구 송암로 96,4,24시간 이용가능,35.1136771,126.8750003,100.0,N,기타
기아 오토랜드 광주 교육센터,광주광역시 서구 화운로 233,2,24시간 이용가능,35.16227,127.877325,7.0,Y,임직원 외 출입제한
기아 오토랜드 광주 경정비 주차장,광주광역시 서구 월드컵4강로 255,2,24시간 이용가능,35.1622697,126.877325,7.0,Y,임직원 외 출입제한
기아 오토랜드 광주 문화센터,광주광역시 서구 화운로 277,4,24시간 이용가능,35.1650523,126.8769315,50.0,Y,임직원 외 출입제한
기아 오토랜드 광주 정문주차장,광주광역시 서구 화운로 277,4,24시간 이용가능,35.1625559,126.8769376,100.0,Y,임직원 외 출입제한
광주 기아 챔피언스필드,광주광역시 북구 서림로 10,4,24시간 이용가능,35.1692399,126.8879618,100.0,N,기타
광주 문흥동 공간아파트,광주광역시 북구 문산로 65,2,24시간 이용가능,35.187772,126.923897,7.0,Y,입주자 전용 제한
현대자동차 광주하이테크센터,광주광역시 남구 송암로76번길 31,2,24시간 이용가능,35.11368,126.8784289,7.0,Y,임직원 외 사용불가
광주 오치한우리아파트,광주광역시 북구 서하로194번길 15,2,24시간 이용가능,35.1848216,126.9020842,7.0,Y,입주자 전용 제한
광주 대성베르힐,광주광역시 동구 용산2길 8,2,24시간 이용가능,35.1190123,126.9236136,7.0,Y,외부인 사용불가
광주 조선대학교병원,광주광역시 동구 필문대로 365,4,24시간 이용가능,35.1385486,126.9281861,50.0,N,기타
광주 첨단2지구 부영사랑으로,광주광역시 북구 첨단연신로 166,2,24시간 이용가능,35.212,126.865,7.0,Y,외부인 사용불가
광주 일곡 진로아파트,광주광역시 북구 일곡마을로 50,2,24시간 이용가능,35.2064179,126.8964589,7.0,Y,외부인 사용불가
광주 신천그린맨션아파트,광주광역시 남구 서문대로 760,2,24시간 이용가능,35.1271456,126.8991,7.0,Y,입주자전용
광주 각화동 센트럴파크서희스타힐스,광주광역시 북구 동문대로249번길 19,2,24시간 이용가능,35.183727,126.9299626,7.0,Y,외부인 사용불가
광주 삼능아파트,광주광역시 광산구 임방울대로 727-19,2,24시간 이용가능,35.219125,126.836247,7.0,Y,입주자전용
오비맥주 광주공장,광주광역시 북구 양일로 177,2,24시간 이용가능,35.199979,126.8850477,7.0,Y,입주자전용
광주 혁신타운,광주광역시 북구 우치로383번길 3,2,24시간 이용가능,35.198311,126.903044,7.0,Y,외부인 사용불가
광주 진월2차진아하이빌,광주광역시 남구 화산로 75,2,24시간 이용가능,35.114341,126.904866,7.0,Y,외부인 사용불가
광주 수완자이아파트,광주광역시 광산구 장덕로95번길 45,2,24시간 이용가능,35.1976,126.8186,7.0,Y,외부인 사용불가
광주 벽산블루밍 메가씨티3단지,광주광역시 북구 대자로 55,2,24시간 이용가능,35.1748,126.8789,7.0,Y,외부인 사용불가
광주 백운동송촌파인힐,광주광역시 남구 독립로80번길 10,2,24시간 이용가능,35.1407352,126.9033679,7.0,Y,입주자전용
광주 진월동현대1차,광주광역시 남구 서문대로622번길 7,2,24시간 이용가능,35.1157887,126.8984742,7.0,Y,입주자전용
광주 하남부영애시앙2차,광주광역시 광산구 목련로 41,2,24시간 이용가능,35.1740545,126.8026593,7.0,Y,입주자전용
광주 학동남해오네뜨,광주광역시 동구 증심천로 117,2,24시간 이용가능,35.1349131,126.9383695,7.0,Y,입주자전용
광주 연제대주피오레1차,광주광역시 북구 양일로 70,2,24시간 이용가능,35.1967786,126.8713863,7.0,Y,입주자전용
광주 백운제일파크맨션,광주광역시 남구 백운로 67-6,2,24시간 이용가능,35.139748696,126.9048075,7.0,Y,입주자전용
광주 상무 로잔티움파크,광주광역시 서구 시청로96번길 15,2,24시간 이용가능,35.1575,126.8537,7.0,N,기타
광주 산정셀트리움,광주광역시 광산구 목련로 42,2,24시간 이용가능,35.1713,126.8022,7.0,Y,입주자전용
기아 광주 서비스센터,광주광역시 서구 죽봉대로 36,2,24시간 이용가능,35.1563329,126.8837032,7.0,N,기타
광주 우성2차,광주광역시 서구 염화로40번길 6,2,24시간 이용가능,35.137358,126.8735109,7.0,Y,외부인 사용불가
예미지파크힐스 오피스텔,광주광역시 광산구 하남산단1번로 61,2,24시간 이용가능,35.1858,126.8011,7.0,Y,입주자전용
광주 신가지구 우미린아파트,광주광역시 광산구 수등로258번길 10,2,24시간 이용가능,35.184468,126.836001,7.0,Y,입주자전용
광주 화정센트럴파크,광주광역시 서구 화운로193번길 25,2,24시간 이용가능,35.1551578,126.8729019,7.0,Y,입주자전용
광주 효천남해오네뜨 2단지,광주광역시 남구 효우2로 45,2,24시간 이용가능,35.1007864,126.8871231,7.0,Y,입주자전용
광주 용봉동대주파크빌1차,광주광역시 북구 용봉택지로13번길 33,2,24시간 이용가능,35.180656,126.8873257,7.0,Y,입주자전용
광주 용봉동 한화꿈에그린아파트,광주광역시 북구 용주로30번길 60,2,24시간 이용가능,35.179638,126.9036934,7.0,Y,외부인 사용불가
광주 효천하우스디아파트,광주광역시 남구 효우2로 20,2,24시간 이용가능,35.1006562,126.8873654,7.0,Y,입주민 전용
광주 공간빌리지아파트,광주광역시 북구 매곡로 54,2,24시간 이용가능,35.1898791,126.8944652,7.0,Y,입주자전용
광주 상무지구 영무예다음,광주광역시 서구 시청로 64,2,24시간 이용가능,35.1542876,126.8522335,7.0,Y,입주자 전용
광주 동부센트레빌,광주광역시 서구 풍암신흥로 40,2,24시간 이용가능,35.1201065,126.86716,7.0,Y,입주자 전용
광주 상무버들마을 주공2단지,광주광역시 서구 상무버들로 15,2,24시간 이용가능,35.1641227,126.8606921,7.0,Y,입주자 전용
광주 삼각동서라아파트,광주광역시 북구 우치로347번길 15,2,24시간 이용가능,35.1949,126.9018,7.0,Y,입주자 전용
광주 해광샹그릴라,광주광역시 광산구 수등로258번길 46,2,24시간 이용가능,35.1815,126.8385,7.0,Y,입주자 전용
광주 풍암금호타운1차,광주광역시 서구 풍암중앙로 68,2,24시간 이용가능,35.125726,126.8821988,7.0,Y,입주자 전용
광주 상무자이,광주광역시 서구 백석길22-23,2,24시간 이용가능,35.1402639,126.8529083,7.0,Y,입주자 전용
광주 신창도시공사아파트,광주광역시 광산구 왕버들로252번길 46,2,24시간 이용가능,35.195328,126.8340624,7.0,Y,입주자 전용
수완산이고운더테라스 102동,광주광역시 광산구 상완길 299,2,24시간 이용가능,35.2,126.8,7.0,Y,거주자외 출입제한
수완산이고운더테라스 101동,광주광역시 광산구 상완길 299,2,24시간 이용가능,33.2,126.8,7.0,Y,거주자외 출입제한
서라아파트,광주광역시 남구 화산로31번길 10,2,24시간 이용가능,35.1,126.9,7.0,Y,거주자외 출입제한
우산동무진아파트,광주광역시 북구 동문대로121번길 30,2,24시간 이용가능,35.1,126.9,7.0,Y,거주자외 출입제한
화정남화아파트,광주광역시 서구 화정로243번길 11,2,24시간 이용가능,35.1,126.8,7.0,Y,거주자외 출입제한
대흥주월스카이맨션아파트,광주광역시 남구 서문대로823번길 7-15,2,24시간 이용가능,35.1320751,126.8986819,7.0,N,기타
화정2동금호타운 101동,광주광역시 서구 화운로23번길 7-8,2,24시간 이용가능,35.1,126.8,7.0,Y,거주자외 출입제한
화정2동금호타운 104동,광주광역시 서구 화운로23번길 7-8,2,24시간 이용가능,35.1,126.8,7.0,Y,거주자외 출입제한
신영루체빌아파트,광주광역시 남구 봉선로52번길 49,2,24시간 이용가능,35.1,126.9,7.0,Y,거주자외 출입제한
월곡동일신아파트,광주광역시 광산구 사암로 271,2,24시간 이용가능,35.1682986,126.8077589,7.0,Y,거주자외 출입제한
중흥아파트,광주광역시 서구 상무자유로 105,2,24시간 이용가능,37.7824498,126.9825679,7.0,N,기타
첨단2차부영아파트 A,광주광역시 광산구 첨단중앙로68번길 22,2,24시간 이용가능,35.2106,126.8442,7.0,Y,거주자외 출입제한
첨단2차부영아파트 B,광주광역시 광산구 첨단중앙로68번길 22,2,24시간 이용가능,35.2106,126.8442,7.0,Y,거주자외 출입제한
첨단2차부영아파트 C,광주광역시 광산구 첨단중앙로68번길 22,2,24시간 이용가능,35.2106,126.8442,7.0,Y,거주자외 출입제한
첨단2차부영아파트 D,광주광역시 광산구 첨단중앙로68번길 22,2,24시간 이용가능,35.2106,126.8442,7.0,Y,거주자외 출입제한
삼성전자DX 광주 2캠,광주광역시 광산구 하남산단6번로 133,2,09:00~18:00,35.204996,126.811279,7.0,Y,사업장 임직원 전용
삼성전자DX 광주 3캠,광주광역시 북구 앰코로 70,2,09:00~18:00,35.225954,126.854106,7.0,Y,사업장 임직원 전용
용봉호반아파트,광주광역시 북구 반룡로 32,2,24시간 이용가능,35.1786,126.9018,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
평동역광신프로그레스,광주광역시 광산구 평동로752번길 8,2,24시간 이용가능,35.1255,126.7572,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
농성역광신프로그레스,광주광역시 서구 상무대로1147번길 19,2,24시간 이용가능,35.1548,126.886,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
봉선골든뜨레빌,광주광역시 남구 용대로74번길 11-1,2,24시간 이용가능,35.1241,126.9205,7.0,N,기타
삼성화재광주상무사옥,광주광역시 서구 시청로 30,2,24시간 이용가능,35.1511,126.8522,7.0,N,기타
이마트에브리데이일곡동점,광주광역시 북구 설죽로 517-5,2,10:00~22:00,35.2046,126.8972,7.0,N,기타
제일자동차운전전문학원,광주광역시 광산구 풍영정길 241-17,2,24시간 이용가능,35.1884,126.8564,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
광주성안교회,광주광역시 광산구 장신로 301,2,24시간 이용가능,35.192,126.8423,7.0,N,기타
광주기독병원2주차장,광주광역시 남구 양림로 30,2,24시간 이용가능,35.136,126.9124,7.0,N,기타
광주학생독립운동기념관,광주광역시 서구 학생독립로 30,2,24시간 이용가능,35.1407,126.8657,7.0,N,기타
오케이자동차운전학원,광주광역시 남구 송암로130번길 7,2,24시간 이용가능,35.1151,126.8703,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
건어물종합유통시장,광주광역시 서구 매월1로 28,2,24시간 이용가능,35.1141,126.8555,7.0,N,기타
신세계백화점광주점,광주광역시 서구 무진대로 932,2,10:30~20:00,35.1595,126.8826,7.0,N,기타
이마트광산점,광주광역시 광산구 사암로 172,2,10:00 ~ 22:00,35.16,126.8085,7.0,N,기타
이마트봉선점,광주광역시 남구 봉선로 198,2,10:00 ~ 22:00,35.1224,126.9162,7.0,N,기타
수완새한포유,광주광역시 광산구 풍영로170번길 39-9,2,24시간 이용가능,35.1872,126.815,7.0,Y,입주자 전용
첨단우미1차아파트,광주광역시 광산구 첨단중앙로181번길 65,2,24시간 이용가능,35.2188,126.8352,7.0,Y,입주자 전용
와이지원광주공장,광주광역시 광산구 하남산단9번로 186-13,2,24시간 이용가능,35.2124,126.8163,7.0,N,기타
효천1지구중흥S클래스리버티,광주광역시 남구 효천중앙로 21,2,24시간 이용가능,35.1039,126.8715,7.0,Y,입주자 전용
용봉유창하이리빙맨션,광주광역시 북구 반룡로 57,2,24시간 이용가능,35.1792,126.9045,7.0,Y,거주자외 출입제한
운남삼성아파트,광주광역시 광산구 임방울대로 142-12,2,24시간 이용가능,35.1729,126.8198,7.0,Y,입주자 전용
이마트광주점,광주광역시 서구 죽봉대로 61,2,10:00 ~ 22:00,35.1588,126.882,7.0,N,기타
에프엠푸드식자재마트중흥점,광주광역시 북구 경열로234번길 1,2,24시간 이용가능,35.1601,126.9074,7.0,N,기타
산수동광명아파트,광주광역시 동구 무등로 532,2,24시간 이용가능,35.1567,126.9386,7.0,Y,거주자외 출입제한
주식회사휴담,광주광역시 북구 독립로 311,2,24시간 이용가능,35.1586,126.9132,7.0,N,기타
콜롬버스시네마,광주광역시 서구 시청로60번길 21-9,2,24시간 이용가능,35.1546,126.854,7.0,N,기타
다담식자재마트일곡점,광주광역시 북구 설죽로 490,2,24시간 이용가능,35.2032,126.8991,7.0,N,기타
마트앤마트신가점,광주광역시 광산구 목련로273번안길 12,2,24시간 이용가능,35.1784,126.8239,7.0,N,기타
첨단금호타운아파트,광주광역시 광산구 첨단중앙로181번길 42-5,2,24시간 이용가능,35.2201,126.8355,7.0,Y,거주자외 출입제한
용봉호반아파트2,광주광역시 북구 반룡로 32,2,24시간 이용가능,35.1793,126.9017,7.0,Y,거주자외 출입제한
