statNm,addr,chgerType,useTime,lat,lng,output,limitYn,limitDetail
한국광기술원,광주광역시 북구 첨단 벤처로 108번길 9,6,24시간 이용가능,35.231341167,126.85982174,50.0,N,기타
롯데마트 수완점,광주광역시 광산구 장신로 98,6,10:00~23:00,35.190126,126.820343,50.0,N,기타
블루핸즈 하남현대자동차서비스,광주광역시 광산구 하남대로 127-10,6,24시간 이용가능,35.1810177,126.8074485,50.0,N,기타
기아자동차 진월점,광주광역시 남구 진월동 314-1,6,24시간 이용가능,35.124734,126.8971093,50.0,N,기타
이마트 광산점,광주광역시 광산구 사암로 172,6,10:00~24:00,35.16005,126.80905,50.0,N,기타
롯데마트 첨단점,광주광역시 광산구 첨단강변로99번길 22,6,10:00~24:00,35.2173049,126.8515597,50.0,N,기타
비아5일시장 제2 공영주차장,광주광역시 광산구 비아동 66-6,6,월~금09:00~19:00,35.220685,126.825573,100.0,N,기타
삼도동주민센터,광주광역시 광산구 오운로 433-1,6,월~금09:00~19:00,35.162085,126.697794,100.0,N,기타
운남동 공영주차장,광주광역시 광산구 운남동 524-3,6,월~금09:00~19:00,35.176969,126.824017,100.0,N,기타
사직주민센터,광주광역시 남구 서동 147-22,6,24시간 이용가능,35.145589,126.908043,100.0,N,기타
계림동 공영주차장,광주광역시 동구 계림동 280,6,24시간 이용가능,35.15694134,126.91933141,100.0,N,기타
서창한옥문화관,광주광역시 서구 눌재로 420 (세하동),6,24시간 이용가능,35.1155387,126.8301248,100.0,N,기타
유덕동주민센터,광주광역시 서구 유덕로 24 (유촌동),6,24시간 이용가능,35.165141,126.851815,100.0,N,기타
동구다목적체육관 제1주차장,광주광역시 동구 남문로 418-15,6,09:00~22:00,35.109601,126.938841,100.0,N,기타
임곡동 주민센터,광주광역시 광산구 고봉로 788,6,24시간 이용가능,35.219698,126.744553,100.0,N,기타
광주교육과학연구원,광주광역시 동구 의재로 109번길 10,6,24시간 이용가능,35.133762,126.940508,100.0,N,기타
국립광주박물관,광주광역시 북구 하서로 110,6,24시간 이용가능,35.187235271,126.88264681,100.0,N,기타
인재교육원,광주광역시 광산구 소촌로152번길 53-27,4,24시간 이용가능,35.1606295,126.7966387,200.0,N,기타
무등산생태탐방원,광주광역시 북구 충효동 805번지,4,24시간 이용가능,35.180666,126.997214,200.0,N,기타
정부광주합동청사,광주광역시 북구 첨단과기로208번길 43,4,24시간 이용가능,35.223886,126.849223,200.0,N,기타
518기념문화센터,광주광역시 서구 내방로 152,4,24시간 이용가능,35.1586899,126.857258,200.0,N,기타
서부농수산물도매시장,광주광역시 서구 매월2로 16,6,24시간 이용가능,35.1167985,126.8574403,50.0,N,기타
광산구청 구청사,광주광역시 광산구 광산로 29번길 15,6,24시간 이용가능,35.140738,126.793657,50.0,N,기타
남구청주차장,광주광역시 남구 주월동 1284-7,6,24시간 이용가능,35.13232905,126.90249171,50.0,N,기타
IPLEX광주,광주광역시 동구 동계천로 150,6,24시간 이용가능,35.1488066,126.9259849,50.0,N,기타
광주 동구 국민체육센터,광주광역시 동구 필문대로 205번길 17,6,24시간 이용가능,35.1522851,126.9325037,50.0,N,기타
동구문화센터,광주광역시 동구 남문로 646,6,24시간 이용가능,35.1289503,126.9309406,50.0,N,기타
광산문화예술회관,광주광역시 광산구 광산로 68번길 13,6,24시간 이용가능,35.141106,126.799378,50.0,N,기타
광주테크노파크가전로봇센터,광주광역시 북구 첨단과기로 339,6,24시간 이용가능,35.230450839,126.85960906,50.0,N,기타
평동주민센터,광주광역시 광산구 평동로 790,6,24시간 이용가능,35.124586,126.760438,50.0,N,기타
장덕도서관,광주광역시 광산구 풍영로179,4,24시간 이용가능,35.187766,126.813937,100.0,N,기타
한국환경공단 호남권지역본부,광주광역시 광산구 무진대로 217,4,09 ~ 18시,35.162401,126.804541,100.0,N,기타
양동주민센터,광주광역시 서구 천변좌로222번길 3-2,4,24시간 이용가능,35.154922,126.900786,100.0,N,기타
양3동주민센터,광주광역시 서구 상무대로1223번길 16,4,24시간 이용가능,35.157288,126.894275,100.0,N,기타
농성2동주민센타,광주광역시 서구 화정로 314,4,24시간 이용가능,35.15036,126.890157,100.0,N,기타
봉선1동 공영주차장,광주광역시 남구 봉선중앙로123번길 21,4,24시간 이용가능,35.1317443,126.9082519,200.0,N,기타
주월동 공영주차장,광주광역시 남구 주월동 974-145,4,24시간 이용가능,35.1353065,126.8942282,200.0,N,기타
효죽공영주차장,광주광역시 북구 용봉로138번길 11,4,24시간 이용가능,35.172558,126.911628,200.0,N,기타
광주도시철도공사,광주광역시 서구 상무대로 760,4,24시간 이용가능,35.145349,126.846874,200.0,N,기타
광주김치타운,광주광역시 남구 김치로 60,4,24시간 이용가능,35.107348,126.867658,200.0,N,기타
충장그린존,광주광역시 북구 설죽로436번길 23,4,24시간 이용가능,35.1980121,126.901719,100.0,N,기타
선봉스포렉스 주차장,광주광역시 광산구 황룡동 1-4,4,06:00 ~ 21:30,35.1248395,126.7872585,100.0,N,기타
본량동행정복지센터,광주광역시 광산구 남산동 698-20,4,24시간 이용가능,35.180599,126.729039,100.0,N,기타
광주이노비즈센터,광주광역시 북구 추암로 249,4,24시간 이용가능,35.236974282,126.86755175,100.0,N,기타
롯데마트 첨단점 옥상(지상2층)주차장,광주광역시 광산구 첨단강변로99번길,4,10:00 ~ 23:00,35.217151,126.8514846,100.0,N,기타
동곡동행정복지센터,광주광역시 광산구 동곡로 151-56(하산동),4,24시간 이용가능 / 토~일 미개방,35.098844,126.772122,200.0,N,기타
문흥1동행정복지센터,광주광역시 북구 대천로 140-3,4,24시간 이용가능,35.1870544,126.921687,200.0,N,기타
한국생산기술연구원 서남지역본부,광주광역시 북구 첨단과기로 208번길 6,4,24시간 이용가능,35.2262194,126.8480825,200.0,N,기타
국가정보자원관리원 광주센터,광주광역시 서구 송암로 143번길 34,4,24시간 이용가능,35.1125337,126.8670977,200.0,N,기타
증심사주차장,광주광역시 동구 의재로 216,4,24시간 이용가능,35.1334784,126.9501919,100.0,N,기타
진월동 공영주차장,광주광역시 남구 진월동 330-49,4,24시간 이용가능,35.1243369,126.8956434,100.0,N,기타
내남동 공영주차장,광주광역시 동구 내남동 284,4,24시간 이용가능,35.092647,126.939362,100.0,N,기타
충장로공영주차장,광주광역시 동구 충장로 5가 25,4,24시간 이용가능,35.1511867,126.9126956,100.0,N,기타
생체의료소재부품센터,광주광역시 북구 삼소로270번길 25,4,24시간 이용가능,35.2386772,126.8684327,100.0,N,기타
한국도로공사 광주지사,광주광역시 북구 하서로111,4,09:00~18:00,35.1864628,126.8800941,100.0,N,기타
북광주우체국,광주광역시 북구 양일로 314,4,09:00~18:00,35.2021631,126.8985875,100.0,N,기타
나라키움광주통합청사,광주광역시 서구 천변우하로391,4,24시간 이용가능,35.16946871,126.86257347,100.0,N,기타
금호1동주민센터,광주광역시 서구 운천로31번길 17,4,24시간 이용가능,35.135393,126.857098,100.0,N,기타
일가정양립지원본부,광주광역시 서구 상무자유로 73,4,24시간 이용가능,35.151896,126.842531,100.0,N,기타
학교시설지원단,광주광역시 광산구 왕버들로 322번길 6,4,24시간 이용가능,35.194505,126.843102,200.0,N,기타
효천하수처리장,광주광역시 남구 임암동 986,4,24시간 이용가능,35.104384,126.864461,200.0,N,기타
국립광주과학관,광주광역시 북구 첨단과기로 235,4,24시간 이용가능,35.2309667,126.8504264,200.0,N,기타
영산강물환경연구소,광주광역시 북구 첨단과기로 208번길 5,4,"평일 09~21시, 주말 미개방",35.2266828,126.8482511,200.0,N,기타
한국토지주택공사 광주전남지역본부,광주광역시 서구 시청로 91,4,08:00~20:00,35.1565428,126.850748,200.0,N,기타
상무시민공원,광주광역시 서구 치평동 1162,4,24시간 이용가능,35.15364596,126.84268619,200.0,N,기타
영산강유역환경청 내,광주광역시 서구 계수로 31,4,24시간 이용가능,35.161105,126.8539066,200.0,N,기타
광주송정역 뒤 공영주차장,광주광역시 광산구 송정동 1007-4,4,24시간 이용가능,35.137051,126.788403,100.0,N,기타
송정매일시장상가주차타워,광주광역시 광산구 내상로 10,4,24시간 이용가능,35.1403771,126.7952537,100.0,N,기타
신창동행정복지센터,광주광역시 광산구 왕버들로 291,4,24시간 이용가능,35.1957498,126.8406899,100.0,N,기타
공구의거리 제2주차장,광주광역시 북구 운암동 1582,4,24시간 이용가능,35.1705022,126.882287,100.0,N,기타
오치2동행정복지센터,광주광역시 북구 서하로183번길 29,4,24시간 이용가능,35.1898839,126.9006571,100.0,N,기타
월곡시장주차타워,광주광역시 광산구 월곡중앙로 59-21,4,24시간 이용가능,35.171707,126.809556,100.0,N,기타
광주지방경찰청,광주광역시 광산구 용아로 112,4,24시간 이용가능,35.1532454,126.8015653,100.0,N,기타
일곡엘리체 공영주차장,광주광역시 북구 삼각동 산148-1,4,24시간 이용가능,35.1967093,126.8983092,100.0,N,기타
호남병원 옆 공영주차장,광주광역시 광산구 무진대로 255,4,24시간 이용가능,35.1619153,126.8086838,100.0,N,기타
광주광산경찰서,광주광역시 광산구 어등대로 551,4,09:00 ~ 18:00,35.15269,126.7832681,200.0,N,기타
광주북부경찰서,광주광역시 북구 서하로 172,4,09:00 ~ 18:00,35.1869357,126.8991382,200.0,N,기타
서구청사 의회동 부설주차장,광주광역시 서구 경열로 33,4,24시간 이용가능,35.1512344,126.8904287,200.0,N,기타
동구청사 주차장,광주광역시 동구 백서로189번길 13,4,24시간 이용가능,35.1454065,126.9233674,200.0,N,기타
하남산단 근로자 공영주차장,광주광역시 광산구 하남산단4번로 131,4,24시간 이용가능,35.194231,126.8071802,200.0,N,기타
광주디자인진흥원 야외주차장,광주광역시 북구 첨단과기로176번길 27,4,08:00 ~ 22:00,35.2227856,126.8463067,200.0,N,기타
송암동주민센터,광주광역시 남구 송암로 66,6,24시간 이용가능,35.1112617,126.8765355,100.0,N,기타
소태역 환승주차장,광주광역시 동구 남문로 575,6,24시간 이용가능,35.1221606,126.9325704,100.0,N,기타
중소기업진흥공단 호남연수원,광주광역시 북구 동문대로456번길 40,6,24시간 이용가능,35.2045849,126.9379185,100.0,N,기타
남구노인복지관 공영주차장,광주광역시 남구 대남대로308번길 32,4,24시간 이용가능,35.1417079,126.8969393,100.0,N,기타
한국교통안전공단 북광주자동차검사소,광주광역시 광산구 사암로 877,4,24시간 이용가능,35.217797,126.825107,100.0,N,기타
정부광주합동청사 주차장,광주광역시 북구 첨단과기로208번길 43,4,24시간 이용가능,35.2230317,126.8504523,100.0,N,기타
광주남부경찰서,광주광역시 남구 용대로74번안길 9-5,4,24시간 이용가능,35.1225023,126.9213308,100.0,N,기타
광주서부경찰서,광주광역시 서구 상무공원로 71,4,24시간 이용가능,35.1505688,126.8426336,100.0,N,기타
일곡지구대,광주광역시 북구 설죽로 489,4,24시간 이용가능,35.203009,126.8981784,100.0,N,기타
동운고가 하부 공영주차장,광주광역시 북구 대자로 99-1 (운암동),4,24시간 이용가능,35.1732189,126.8833528,100.0,N,기타
하남근로자종합복지관,광주광역시 광산구 하남산단3번로 133-8 (장덕동),4,24시간 이용가능,35.190155,126.809143,100.0,N,기타
송정매일시장,광주광역시 광산구 내상로 10,4,24시간 이용가능,35.1403823,126.7947537,200.0,N,기타
송정매일시장,광주광역시 광산구 송정동 792-8,6,24시간 개방,35.1402976,126.7948907,100.0,N,기타
광산로 제2공영주차장,광주광역시 광산구 송정동 805-4,6,24시간 개방,35.1393609,126.7972021,100.0,N,기타
첨단도서관,광주광역시 광산구 임방울대로 673-12,4,24시간 이용가능,36.008368,129.360545,100.0,N,기타
광주기후에너지진흥원,광주광역시 서구 천변우하로 181,4,24시간 이용가능,35.2,126.843399,100.0,N,기타
삼성HW(Test),광주광역시 서구 내방로 111,4,24시간 이용가능,35.15999,126.8513,100.0,N,관계자만이용가능
궁동공영주차장,광주광역시 동구 제봉로 153-4,4,24시간 이용가능,35.15095,126.91934,100.0,N,기타
동명동 푸른길 부근 공영주차장,광주광역시 동구 동명동 35-6,4,24시간 이용가능,35.14948,126.92809,100.0,N,기타
설월여고 부근 공영주차장,광주광역시 동구 천변좌로604번안길 7,4,24시간 이용가능,35.12771,126.92814,100.0,N,기타
용강 공영주차장,광주광역시 동구 화산로337번길 1 (용산동),4,24시간 이용가능,35.11939,126.93075,100.0,N,기타
푸른마을공동체 앞 공영주차장,광주광역시 동구 동명동 181-5,4,24시간 이용가능,35.15267,126.92559,100.0,N,기타
풋살경기장 주변 공영주차장,광주광역시 동구 소태동 372-1,4,24시간 이용가능,35.12095,126.93904,100.0,N,기타
녹동경로당 주변 공영주차장,광주광역시 동구 월남동 267-1,4,24시간 이용가능,35.10578,126.93403,100.0,N,기타
자주봉 등산로 주변 공영주차장,광주광역시 동구 소태동 1114,4,24시간 이용가능,35.11742,126.94554,100.0,N,기타
소태동 진양아파트 옆 공영주차장,광주광역시 동구 소태동 723-19,4,24시간 이용가능,35.12965,126.93495,100.0,N,기타
화산마을 공영주차장,광주광역시 동구 용산동 405,4,24시간 이용가능,35.11572,126.92177,100.0,N,기타
삼태경로당 부근 공영주차장,광주광역시 동구 소태동 304,4,24시간 이용가능,35.12136,126.93645,100.0,N,기타
지한유치원 옆 공영주차장,광주광역시 동구 내남동 305,4,24시간 이용가능,35.09432,126.93871,100.0,N,기타
선교동 너릿재 공영주차장,광주광역시 동구 선교동 273-1번지,4,24시간 이용가능,35.08942,126.9518,100.0,N,기타
광주 808타워,광주광역시 서구 풍암1로21번길 7,2,24시간 이용가능,35.125626463,126.87881801,14.0,N,기타
광주 명진고등학교,광주광역시 광산구 수완로12번길 21,2,평일 09:00~18:00,35.18744395,126.8297508,7.0,N,기타
광주 판관공 빌딩 급속충전소,광주광역시 광산구 임방울대로 527,4,24시간 이용가능,35.2066803,126.82061683,50.0,N,기타
광주 화정중학교,"광주 서구 화운로 53 (화정동, 화정중학교)",2,24시간 이용가능,35.1441468,126.8820914,7.0,N,시설 상황에 따라 이용이 제한될 수 있음
광주 북구 국제고등학교,"광주광역시 북구 설죽로 433 (삼각동, 학교법인춘태학원)",2,~,35.1991145,126.8956123,7.0,N,기타
광주 북구 경양초등학교,광주광역시 북구 서강로 133,2,~,35.1836379,126.8749503,7.0,N,기타
광주 북구 서림초등학교,"광주광역시 북구 서림로 113 (임동, 광주서림초등학교)",2,24시간 이용 가능,35.1618721,126.8995866,7.0,N,시설 상황에 따라 이용이 제한될 수 있음
광주 북구 대자초등학교,"광주광역시 북구 대자로 5 (운암동, 대자초등학교)",2,~,35.1739055,126.873269,7.0,N,기타
광주 북구 태봉초등학교,"광주광역시 북구 청계로 33 (용봉동, 태봉초등학교)",2,24시간 이용 가능,35.1764283,126.8919312,7.0,N,시설 상황에 따라 이용이 제한될 수 있음
광주 북구 건국초등학교,"광주광역시 북구 첨단연신로108번길 86 (신용동, 건국초등학교)",2,~,35.2106698,126.8658764,7.0,N,기타
광주 북구 신용초등학교,"광주광역시 북구 첨단연신로 232-10 (신용동, 신용초등학교)",2,~,35.2105868,126.8572216,7.0,N,기타
광주 북구 신용중학교,"광주광역시 북구 첨단연신로133번길 32 (신용동, 신용중학교)",2,~,35.2107845,126.8609609,7.0,N,기타
광주 북구 용두중학교,"광주광역시 북구 하서로483번길 48 (용두동, 용두중학교)",2,24시간 이용 가능,35.215771,126.8752461,7.0,N,시설 상황에 따라 이용이 제한될 수 있음
광주 동구 동산초등학교,"광주광역시 동구 준법로 16 (지산동, 동산초등학교)",2,~,35.1487068,126.9355819,7.0,N,기타
광주 북구 삼각초등학교,"광주광역시 북구 송해로 21 (삼각동, 삼각초등학교)",2,~,35.2006565,126.9002585,7.0,N,기타
광주 북구 북성중학교,"광주광역시 북구 금남로 61 (유동, 광주북성중학교)",2,~,35.1596849,126.9032356,7.0,N,기타
광주 동구 충장중학교,"광주광역시 동구 경양로379번길 19 (산수동, 충장중학교)",2,~,35.1567151,126.9287858,7.0,N,기타
광주 남구 송원고등학교,광주광역시 남구 송암로 73,2,~,35.1129837,126.8696943,7.0,N,기타
광주 북구 AI교육원,광주광역시 북구 오치동 5,4,~,35.1897542,126.9175796,50.0,N,기타
광주 서구 광덕고등학교,"광주광역시 서구 화정로 202 (화정동, 광덕중고등학교)",2,~,35.1446869,126.8784967,7.0,N,기타
광주 서구 서석고등학교,"광주광역시 서구 화정로253번길 27 (화정동, 광주서석중고등학교)",2,~,35.1492507,126.881315,7.0,N,기타
광주 광산구 진흥고등학교,"광주광역시 광산구 왕버들로 307 (신창동, 진흥중학교,진흥고등학교)",2,~,35.196436,126.8416886,7.0,N,기타
광주 남구 동일미래과학고,광주광역시 남구 천변좌로604번길 12,4,~,35.1261758,126.9266795,50.0,N,기타
광주 남구 설월여자고등학교,광주광역시 남구 천변좌로604번길 12,2,~,35.1258294,126.9277989,7.0,N,기타
광주 살레시오고등학교,"광주광역시 북구 모룡대길 67 (일곡동, 살레시오중고등학교)",2,~,35.2168875,126.8920601,7.0,N,기타
광주 조선대학교여자고등학,"광주광역시 동구 지산로 36 (지산동, 조선대학교여자고등학교)",2,~,35.1464869,126.9327131,7.0,N,기타
광주 서구청소년꿈누리센터,광주광역시 서구 상무오월로 23,2,24시간 이용가능,35.155668,126.862065,7.0,N,시설 상황에 따라 이용이 제한될 수 있음
영진에너지주유소(광주),광주광역시 광산구 상무대로 483,4,24시간 이용가능,35.143579,126.818677,100.0,N,상황에 따라 변동
KBS광주방송총국,광주광역시 서구 운천로 287,4,24시간 이용가능,35.157212,126.854711,100.0,N,기타
광주 CGI 센터,광주광역시 남구 송암로 60,4,24시간 이용가능,35.110614,126.877542,50.0,N,기타
남구 더선요양병원,광주광역시 남구 효덕로303번길 12,2,24시간 이용가능,35.11,126.89,7.0,N,시설 상황에 따라 이용이 제한될 수 있음
동광주타워,광주광역시 북구 각화대로 5,2,24시간 이용가능,35.18,126.93,7.0,N,시설 상황에 따라 이용이 제한될 수 있음
광주 유스퀘어(터미널 주차장 4F),광주광역시 서구 무진대로 904,2,24시간 이용가능,35.1609874,126.877718,7.0,N,기타
광주 롯데백화점(옥상 7F),광주광역시 동구 독립로264번길 8,4,24시간 이용가능,35.1538398,126.9116591,50.0,N,시설 상황에 따라 이용이 제한될 수 있음
광주 주월1차영무예다음_201동,광주광역시 남구 금화로376번길 21,2,24시간 이용가능,35.140136805,126.88841176,7.0,Y,입주민 전용
광주 연제한국아델리움,광주광역시 북구 양산제로 32,2,24시간 이용가능,35.1999556,126.8715376,7.0,Y,입주민 전용
광주 첨단모아아파트,광주광역시 광산구 첨단중앙로181번길 6,2,24시간 이용가능,35.22187,126.840039,7.0,Y,입주민 전용
광주 무등산골드클래스_108동,광주광역시 동구 학소로 109,2,24시간 이용가능,35.1291124,126.9312794,7.0,Y,입주민 전용
광주 무등산골드클래스_109동,광주광역시 동구 학소로 109,2,24시간 이용가능,35.1297378,126.9319709,7.0,Y,입주민 전용
광주 무등산골드클래스_106동,광주광역시 동구 학소로 109,2,24시간 이용가능,35.1294637,126.93095,7.0,Y,입주민 전용
광주 연제한국아델리움_202동 12라인 위,광주광역시 북구 양산제로 30,2,24시간 이용가능,35.2000826,126.8723006,7.0,Y,입주민 전용
광주 연제한국아델리움_202동 12라인 앞,광주광역시 북구 양산제로 30,2,24시간 이용가능,35.2002093,126.8728165,7.0,Y,입주민 전용
광주 조선대 첨단산학캠퍼스,광주광역시 북구 첨단과기로208번길 50,2,24시간 이용가능,35.2226006,126.8478021,7.0,Y,입주자외 출입제한
광주 조선대 본관 후면주차장,광주광역시 동구 조선대길 146,2,24시간 이용가능,35.142741,126.9347238,7.0,N,기타
광주 조선대 공과대학 제1공학관,광주광역시 동구 조선대1길 10,2,24시간 이용가능,35.1418043,126.9255336,7.0,N,기타
광주 조선대 IT융합대학,광주광역시 동구 조선대5길 65,2,24시간 이용가능,35.1400316,126.9341767,7.0,N,기타
광주 조선대 국제관,광주광역시 동구 조선대5길 9,2,24시간 이용가능,35.1427158,126.9320789,7.0,N,기타
광주 조선대 글로벌하우스,광주광역시 동구 조선대2길 110,2,24시간 이용가능,35.1379965,126.9343586,7.0,N,기타
광주 조선대 중앙도서관,광주광역시 동구 조선대5길 19,2,24시간 이용가능,35.1418042,126.93241,7.0,N,기타
광주 조선대 백학여학사,광주광역시 동구 조선대6길 30,2,24시간 이용가능,35.1454809,126.9327761,7.0,N,기타
광주 조선이공대,광주광역시 동구 조선이공대길 15,2,24시간 이용가능,35.1392122,126.9313752,7.0,N,기타
호수산업개발,광주광역시 서구 풍암신흥로90번길 5-3,2,24시간 이용가능,35.1249454,126.8694813,7.0,N,기타
우체국금융개발원 광주지사,광주광역시 서구 상무중앙로 110,2,주중 : 07:00~23:00 / 주말 : 급속만 이용가능(07:00~23:00),35.1567093,126.8487853,7.0,N,기타
광주기독병원,광주광역시 남구 양림로 30,4,24시간 이용가능,35.136085,126.912468,50.0,N,기타
파랑새안과,광주광역시 동구 문화전당로26번길 6,2,24시간 이용가능,35.145,126.9203,7.0,N,상황에 따라 이용이 제한될 수 있음
광주 레이노 선팅,광주광역시 북구 중흥로 80,2,24시간 이용가능,35.163931,126.902883,7.0,N,기타
위드유모텔,광주광역시 북구 중흥로 153,2,24시간 이용가능,35.162,126.9108,7.0,N,기타
주식회사인수푸드,광주광역시 북구 동운로32번길 21,2,24시간 이용가능,35.176836,126.856562,7.0,N,기타
첨단자이1차아파트,광주광역시 북구 임방울대로1042번길 14-1,2,24시간 이용가능,35.2103148,126.869001,7.0,N,기타
수완현진에버빌1단지,광주광역시 광산구 장덕로 138,2,24시간 이용가능,35.1953402,126.82416,7.0,N,기타
덕림제일파크맨션,광주광역시 남구 월산로132번길 9,2,24시간 이용가능,35.1502951,126.89806,7.0,N,기타
더뷰아파트,광주광역시 광산구 용아로 145,2,24시간 이용가능,35.1566603,126.799264,7.0,N,기타
방림명지로드힐,광주광역시 남구 대남대로85번길 3,2,24시간 이용가능,35.1343288,126.917007,7.0,N,기타
스타필드,광주광역시 광산구 쌍암동 657-5 스타필드,2,24시간 이용가능,35.2182517,126.843177,7.0,N,기타
에덴태양광 발전소,광주광역시 서구 눌재로 474,2,24시간 이용가능,35.119224,126.832662,11.0,N,기타
제일오피스텔,광주광역시 북구 무등로180번길 12,2,24시간 이용가능,35.1652076,126.902882,7.0,N,기타
KS병원,광주광역시 광산구 왕버들로 220,2,24시간 이용가능,35.1980476,126.833358,7.0,N,기타
고려중학교,광주광역시 북구 설죽로 369,2,09:00~17:00,35.1923159,126.8975935,7.0,N,기타
미즈피아병원,광주광역시 서구 시청로 17,2,24시간 이용가능,35.1504484,126.8512938,7.0,N,기타
고려고등학교,광주광역시 북구 설죽로 369,2,09:00 ~ 17:00,35.1947542,126.8963205,7.0,N,기타
광주광역시 서구청 농성동공영주차장,광주광역시 서구 경열로45번길 27-13,2,24시간 이용가능,35.1526573,126.8917054,7.0,N,기타
광산구 1913송정역시장 주차타워,광주광역시 광산구 송정로 14,6,24시간 이용가능,35.1366,126.7928659,50.0,N,기타
송정주공아파트,광주광역시 광산구 금봉로 106,2,24시간 이용가능,35.151996999999,126.8099109999,7.0,Y,거주자외 출입제한
송정주공아파트2,광주광역시 광산구 금봉로 106,2,24시간 이용가능,35.151996999999,126.8099109999,7.0,Y,거주자외 출입제한
굿모닝보석불가마사우나,광주광역시 광산구 첨단중앙로152번길 31,2,24시간 이용가능,35.219327,126.84428,7.0,N,기타
호텔더메종,광주광역시 광산구 무진대로212번길 13-8,2,24시간 이용가능(시설이용자 외 이용제한 있을 수 있음),35.160873999,126.80396299,7.0,Y,외부인 출입금지
올레호텔,광주광역시 광산구 무진대로211번길 7,2,24시간 이용가능,35.162669,126.8035049,7.0,N,기타
아우디_광주 전시장(고진모터스),광주광역시 서구 무진대로 955,4,09:00~18:00,35.161593,126.8850489,320.0,N,기타
국제미소래아파트 3차,광주광역시 북구 중가로3번길 25,2,09:00~18:00,35.161986999,126.901094,7.0,Y,거주자외 출입제한
중소벤처기업진흥공단,광주광역시 북구 동문대로456번길 40,2,09:00~18:00,35.2039868,126.9373934,7.0,N,기타
포르쉐 HPC 신세계백화점 광주점,광주광역시 서구 무진대로 932,4,10:00~20:00,35.160126,126.882623,320.0,N,기타
빛고을국민안전체험관,광주광역시 북구 능안로30번길 3,6,08:00~24:00,35.1888588,126.917374,50.0,N,기타
다빈치모텔,광주광역시 북구 저불로 55,2,24시간 이용가능,35.179485,126.895122,7.0,Y,시설 상황에 따라 이용이 제한될 수 있음
남양MVG 주상복합,광주광역시 남구 봉선중앙로47번길 15,2,24시간 이용가능(외부인 개방),35.124629999,126.90945499,7.0,N,기타
광주 엔제리너스 무등산점,광주광역시 동구 증심사길 25,4,24시간 이용가능,35.134268,126.955312,100.0,N,기타
비아5일시장 주차타워,광주광역시 광산구 비아동원촌길 19-24,6,24시간 이용가능,35.221424,126.825739,50.0,N,기타
홈플러스 동광주점,광주광역시 북구 동문대로 200,2,10:00~22:00,35.179346,126.930425,7.0,N,기타
포르쉐 데스티네이션 홈플러스 동광주점,광주광역시 북구 동문대로 200,2,10:00~22:00,35.179346,126.930425,7.0,N,기타
나라키움 광주동구 복합청사,광주광역시 동구 제봉로 186,6,09:00~18:00,35.153208999,126.916787,50.0,N,기타
동강대학교,광주광역시 북구 동문대로 50,4,24시간 이용가능,35.17002987,126.92542836,200.0,N,기타
용전식육식당,광주광역시 북구 용전마을길 28,4,24시간 이용가능,35.238006,126.895955,100.0,N,기타
풍암2단지대주파크빌,광주광역시 서구 풍암순환로 5,2,24시간 이용가능(입주민 외 이용제한 있을 수 있음),35.125962,126.877179,11.0,N,기타
각화휴먼파크서희스타힐스아파트,광주광역시 북구 군왕로 311,2,24시간 이용가능,35.187733,126.935757,7.0,N,기타
한국장학재단 광주지사,광주광역시 서구 내방로 442,2,09:00~18:00,35.160635,126.887413,7.0,N,기타
서광주세무서,광주광역시 서구 상무민주로6번길 31,4,09:00~18:00,35.152092011,126.86192753,200.0,N,기타
한국도로교통공단 광주교통방송,광주광역시 광산구 첨단중앙로182번길 40,4,09:00~18:00,35.2213252,126.8456287,100.0,N,기타
그린장례문화원,광주광역시 북구 하서로663번길 97,4,24시간 이용가능,35.23903159,126.89128829,100.0,N,기타
한국도로교통공단 광주전남지부,광주광역시 북구 우치로 201,4,"평일 09:00~18:00/주말,공휴일 미개방",35.1829082,126.9069544,100.0,N,기타
스타벅스 광주충장DT점,광주광역시 동구 천변우로 421,4,07:00~22:00,35.144376999,126.91495399,100.0,N,기타
하남혁신지원센터,광주광역시 광산구 하남산단4번로 65,4,09:00~18:00,35.19501346,126.80017304,100.0,N,기타
엔제리너스 광주동림DT점,광주광역시 북구 하남대로 669,4,11:00~23:00,35.1725519,126.8656909,100.0,N,기타
광주솔로몬로파크,광주광역시 북구 오문로 244,2,10:00~17:00,35.1887,126.9314,14.0,N,기타
빛고을시민문화관,광주광역시 남구 천변좌로338번길 7,2,09:00~18:00,35.1482621,126.908346,7.0,N,기타
자동차의거리공영주차장,광주광역시 북구 자동차로 33,4,24시간 이용가능,35.1629161,126.9001729,100.0,N,기타
우산공영주차장,광주광역시 북구 우산동 264-18,4,24시간 이용가능,35.1718529,126.9199223,100.0,N,기타
공구의거리제2주차장,광주광역시 북구 운암동 1582,4,24시간 이용가능,35.17079,126.881456,100.0,N,기타
광산구보건소,광주광역시 광산구 하남마항로48번길 7,6,24시간 이용가능,35.184844,126.800797,100.0,N,기타
광주아울렛,광주광역시 서구 상무대로 627,4,10:00~21:00,35.140362493,126.83288375,100.0,N,기타
광주용봉동쌍용예가아파트,광주광역시 북구 서하로94번길 10,2,24시간 이용가능,35.185232999,126.891511,11.0,Y,입주민외 이용제한 있을 수 있음
운수가천아파트,광주광역시 광산구 어등대로595번길 13,2,24시간 이용가능,35.151625,126.78652,7.0,Y,입주민외 이용제한 있을 수 있음
