Title,Author,Rating,Views
"고지경, 너만 모르지",고지경,9.28,4.9만
전지적 악녀 시점,leci****,8.55,7.1만
"다시, 닻별",별솜다,6.06,6.4만
할로우,호박별사탕,9.23,3만
쉼터에 살았다,쉼살하람,9.89,182만
직업 : 며느리,쿄쿄,9.52,231만
봄과 여름 사이,힁,8.97,11만
능력안경,안경인,9.90,778만
버츄얼 이온,아이스미,7.81,76만
히트맨 블루스,고래군,9.77,4.5만
로봇소녀 노이도,잔디롤빵,9.33,8.6만
엑스트라 Z씨,라마거북,9.87,240만
고통의 문신,빵돌,8.20,6.8만
시놉시스,조이나,8.91,7만
8470원만 주면 KISS 해주는 놈,하슬,9.59,71만
인간전성시대,길준,8.53,2.8만
나는 참지 못한다,성현,9.58,16만
불 빌려드릴까요?,HOJIN,9.64,9만
저승길잡이,만동이,9.87,326만
별일없이 삽니닭,fhzn****,9.64,8만
K학원 생존기,양아최,9.64,27만
신혼식물,momo,9.85,346만
올바른 천사가 되는 법,은우,8.70,"4,727"
라스가에!,nota****,9.35,12만
라스가에!,nota****,9.65,39만
돔베고치!,ye****,8.94,"5,406"
얘! 알바야,판보 PANBO,9.85,183만
아파트,악역,9.57,2.2만
거주지 이전,거시,9.32,"5,143"
사리네 보석함,쪼,9.46,13만
낯가리는 관종,시논,9.81,886만
사신 포인트,철 이,9.31,2.1만
오마이셋!!!,해빵이,9.86,157만
침묵의 계절,피에스,8.88,"7,252"
아이 위시!,알펜,7.89,4만
띵동! 도토리에요,rkdr****,9.73,54만
여명의 등불,구크,9.31,7.9만
진눈깨비 내리는 밤,이키노,8.51,"3,252"
사장님은 떡뽀끼!,닭군,9.66,62만
파도를 삼킨 어항,wave****,9.73,33만
조금 수상한 연애시뮬레이션,초록이슬,9.81,36만
아임 구름,rd****,8.76,2.3만
가상친구,김호준,9.54,16만
은해갑을깝치,쏘굿,9.17,21만
덩키파티,염승렬,9.76,78만
동글앤토실,ha****,9.87,337만
모두의 단편선,modo****,9.83,102만
나는 너의 꽃이 되어,agha****,9.50,1.7만
원스 인 어 블루문,blue****,9.56,6.4만
빛깔나는 로맨스,지이음,9.15,6.8만
일주일 지구체험,도토람,9.74,15만
내 담당일진!,하운,8.60,88만
연애일기,Hanna,9.90,"1,130만"
꽃이 피는 자리,anhy****,9.16,9.7만
탈개의 그림일기,메탈개,9.85,21만
귀현설(鬼現說),sbh0****,9.40,58만
교수님의 피자인큐베이터,사랑약국,8.23,1만
벽사진경,예브리,9.10,"9,697"
세기말의 연금술사,당분가게,7.64,7.7만
라일라!,난바지and우잇차,9.50,1.8만
이상한 서브남,유별라,9.36,3.2만
격주조녘,조녘,9.87,103만
정색이를 웃겨라!,창조,8.95,1.2만
기묘한 책방의 로젠,하얀목도리,9.85,5.2만
그들이 사는 세상,연#,8.85,14만
포-갓,김퐁퐁,9.88,126만
빨간 고백,CheeU,9.70,121만
천사의 보석,alsd****,9.59,5.1만
리얼 김영감 게임,용궁뎅,9.67,20만
벨시토,닌영,9.75,6만
로판도 식후경,king****,9.76,7.3만
제제와 함께,노아,9.43,307만
하트 테이커,릴리빈,8.03,1.1만
행복고양이,안정원,8.83,1.5만
분쇄게이트,김로델,8.48,"8,271"
더 캐슬,choongchoong,9.68,4만
제제가 돌봐드려요,아델,9.54,7.4만
콩삼쌤의 미술학원 두루치기,콩삼이,9.74,31만
이래서 애들은,축축한칙축,9.89,215만
언스톱퍼블,주식회사 퍼니록스,9.57,1.2만
우리집 강아지는 복슬강아지,luna****,9.87,850만
알바가 아니야!,jwh0****,8.53,5.4만
우주동물원,수지수,9.71,16만
전국팔도(徒) 마법소녀,골드뵤 x KIKI,8.95,15만
마족사제,김로델,9.87,344만
마피아게임에 어서오세요 (리메이크),함소빌,9.70,6.8만
창백한 푸른 점,어른생쥐,8.54,"7,422"
똥꼬발랄댕댕이,지니지니,9.18,12만
와더풀하우스,날다,9.60,32만
숲속의 성,피아!,9.88,"1,752만"
참 영화로운 내 인생,박슈니,9.68,5만
의대생 하루,leec****,8.88,667만
로그 아일,md****,9.75,80만
냠냠일기,정이,9.84,28만
나나의 러브장,정오목,9.62,38만
보아즈 - 엔젤하트,천지,9.25,1.4만
클러치샷,plus****,9.39,22만
루텔,탐지견,9.87,"1,204만"
블랙홀괴담,아폴로,9.72,91만
너랑 사귀고 싶은 건 아니었어!,서팔광,9.28,2.5만
우리 아파트에 무슨 일이 있었던 걸까,쉐군,9.42,54만
신과의 대화,조형,9.74,699만
전셋집 꾸미는 만화,예묘,9.84,75만
연하남에게 고백 받기까지 앞으로 30화,디제이구름,9.19,6만
내일은 낯선 행성을 걷는다,헌다캉,9.71,13만
마미기숙사,마미수,9.58,8만
불가항성 그녀,창이 x 낙서장이,9.56,17만
내 품 속 우주,소준,9.66,27만
기사수업 리벤지,백일호,9.71,2.6만
캠퍼S파이,324,9.45,4.2만
매지컬팡,만동이,9.82,109만
영원을 삼킨 뱀,죠나나,7.73,"5,135"
이클립스,REX,9.82,55만
해일이 오기 전까지 바다는 잔잔했다,샤인,9.57,16만
우리 카페 사장님이 이상하다,춘자,9.90,802만
쓰지만 달콤해,글 융공 그림 아가,9.06,26만
꽈따와 구갈이,똘정 X 르지,9.57,20만
시크릿가족,크림작가,9.87,"1,857만"
화원의 마녀,챠챠chaachaa,8.91,1.4만
위험한 후배,니나노,8.51,25만
오감의 스펙트럼,붕어붕어빵,8.28,1.8만
육식 토끼,모순도순,9.74,169만
수치인 라이프,yong****,9.48,1.2만
좀비다이어리,yesin,9.86,29만
어른연습,지유나,9.61,2.5만
북설애담,휘요,9.84,24만
스타트업 생존일기,99****,8.86,14만
ㅂㅌ,무기명,9.14,2.2만
제 혀가 되어 주세요.,콘타,8.48,2.8만
리턴,oula****,9.38,1만
스파클라,방배동메시,9.52,1만
숲 속의 남자,임보라,8.69,1.5만
11월에 내리는 설이,양윤영,9.70,8.5만
당신의 심장을 꿰뚫는 방법,모쿠,9.69,7.6만
밥 먹고 합시다!,훗콩,9.51,5.7만
호동 18세,이하찮은,8.42,1.7만
밤이 되었습니다. 안드로이드는 고개를 들어주세요.,Holmes,9.08,5.3만
고양이 마법학교,aj****,9.79,141만
파이돌,일이시,8.97,1.3만
글리머,고요한고기,8.88,"4,678"
버스터즈!,BBTAN,9.47,17만
HELLO!할망,자카자나,9.46,"6,241"
이어지다,이인재,9.10,"9,446"
누루쿠타 소녀,우성,9.76,26만
별이 사라진 그림자,채제,9.69,2.6만
무얼 먹고 사나요?,도토리대장,9.87,11만
인어 2020,이에내,8.43,1.9만
킬 유어 아이돌,서은빈,9.30,4.2만
분노조절잘해,나무,9.08,6.2만
괴물 신인 데뷔!,우개,9.05,1.5만
하트는 파랑,521,9.42,3.7만
헌트레드,지마,9.57,1.5만
개구리인간,장혁준,9.62,5.2만
숨바꼭질,마탐,9.70,1.9만
킬로드,반죠,9.56,3.6만
아무개,앙골모아,9.31,2.8만
주희의 주위,G5,9.84,25만
게임 속 그 애!,시호 @blueciho,9.53,5.3만
은퇴하고 싶은 마왕님은 돌연 용사로 전직했습니다,하보,9.86,3만
어둠 속에 선,아토,9.10,"6,280"
기억 속 너에게,자니,8.97,43만
버킷리스트,0배,9.75,"8,579"
제임스 널 저주해 그리고 사랑해,lo****,9.62,18만
리로디드,kk****,9.84,"4,663"
영오,오성락,9.45,11만
아틀레냐 비바체,KEZ,9.89,234만
화향리,j_co****,7.49,"4,419"
캠퍼스로망스,안경인,9.04,1.2만
불라의 예소,부메랑 마스터,9.04,1.1만
두 번째 별의 아침,시기,9.62,1.1만
제5땅굴,비난양파,9.23,1.9만
슈넨베리아,bbok****,9.88,"1,432만"
인베이젼 테일,웅각,9.70,"7,316"
너는 나의 나는 너의 수호천사,ding****,9.87,266만
황녀의 기사,MNBLUE,9.84,43만
가족이되는과정,토솜,9.86,109만
구나의 그랬구나,GUNA,9.88,205만
파도의 포말,라떼,9.87,34만
작품은 작품으로 봐주세요,햇핫,8.49,5.2만
좀비 플래너,조녘,9.83,265만
마지막휴가,심승보,9.63,"1,148만"
그럴 거면 벗고 다녀,소류겐,8.81,1.3만
GO! GO! 1학년 8반!!!,도야,9.49,5.3만
고양E처럼 살고 싶어!,해수,9.63,"8,507"
이상한 로맨스,귤 X 딸기,9.48,5.9만
쾌유를 빕니다,뚱,8.52,"7,464"
청춘 모래시계,나루모,9.40,7.8만
껌은 고양이 뇌로,powe****,9.82,219만
잘생긴 찐따가 없는 이유,노소리,8.26,1.2만
이승전결,우유공장,9.62,8.9만
당신이 잠들기 전에,접시,9.41,3.7만
49일 마녀카페,이시아,8.94,"3,672"
하루의 풍경,내자리,8.48,"3,048"
유다이는 죽지 않는다,최강,9.12,"3,645"
비나리,겸자,9.68,8.7만
청춘 브-루쓰,윤이,8.90,"6,263"
고스트셀러,이사봄 규나무,8.60,"3,432"
유니버스,쾌청,7.90,"3,078"
정글 바나나 매직,나술래,8.79,"5,882"
망향야수전,huzi****,9.16,"6,812"
사랑에 빠질 수밖에,CheeU,9.08,4.1만
삼촌강림,야이,8.92,"3,950"
VR 인지사고 사례 모음,칩왕,9.64,"7,122"
싱 어 폴,픽가,9.26,1.4만
선비님 납시오!,메골리,9.61,1.1만
아비망량,이도X송아,9.79,"7,565"
먼지다방,디디강,9.81,"6,441"
비원경 개국도사,황새치,9.76,"8,257"
드래곤은 K팝을 좋아해,공룡,9.09,1만
이번에는 기억하길 바라,치뽀레,9.36,1.2만
사탄의 창,변화,9.01,1.1만
Co2,dntm****,9.61,2.1만
임팩트,Sun Glass,9.44,"6,775"
트렁크,상아리,9.75,"9,599"
쥐흔,지인E,7.89,"2,404"
디어 마이 라이어,Mond,9.59,3.6만
나는 네 머릿속이 궁금하다.,도야,8.77,"2,730"
해본 적은 없지만,김미미,9.24,"4,561"
사라진 아이,챎,9.33,1만
김선생,코빅스,9.81,"2,958"
비도덕적 일반인들을 위한,신연정,8.78,"7,133"
트윈 노트,만수,9.20,"8,270"
주옥의 나날,대박,9.37,"9,327"
마귀공주,햄스터빵디,9.62,1.6만
해몽가,똘방,9.07,"3,496"
단 하나의 우주,와감,8.42,"4,362"
사랑하는 겨울에게,zieum,9.18,"5,274"
기억조작관할부,검은 기린,9.28,"4,809"
헝그로이드,털난개구리,9.23,"6,870"
웹툰왕,오십이,9.10,1만
근의공식,볼디,9.46,"7,977"
세상에 행복한 간호사는 없다,권보름,9.22,2.9만
리바이어던,정수형,8.67,"3,898"
푸른 마루 위의 도깨비,글 우련 그림 안괴,9.34,"4,276"
물고기,기호,9.63,1.5만
헌터인강,만화천우,9.69,"2,861"
너의 감정을 떼어줘!,아소 일월,8.90,"4,981"
헬레인저,오낭,8.67,"2,851"
INCURSION - 나락의 도시,자카자나,9.76,99만
팔자,Dias,9.82,1.1만
셧다운맨,니소라스,9.47,1.1만
당신의 꿈엔 누가 나오나요?,이다올,9.81,1.1만
언더랜드,보니x클라이드,9.33,"3,904"
우리들만의작은졸업식,하얀토마토,9.53,"3,572"
우리의 한 바탕,백동훈,9.53,"9,758"
냄새를 맡는 소년,akir****,8.15,"5,552"
사랑은 부릉부릉,saso,9.41,"7,356"
카페아님,good****,9.88,1.8만
열등과 우등,오란비,9.03,"9,685"
돗가비,미르!,9.49,"6,013"
몰래 보낸 클로버,금서,8.89,"3,930"
우리가 머물던 시간,빈이 영이,9.53,"9,889"
신이 잠든 사이에,둠쥬,9.88,3만
ZB,D1RTY,9.74,"6,951"
난수경,이나연,9.21,"5,343"
그루밍,Reika,9.19,"3,383"
죽은 자는 말이 없다,허름한헤세,9.42,"2,625"
거미학교,가가린,8.99,"5,347"
우리는 스타트업!,plit****,9.41,"4,029"
머지?!용사,팀 369,9.65,1.6만
빌려온 마음들,정해저,9.53,"2,269"
염마라사,정국선,9.75,"5,847"
저승사자: 제령무사,웨방상,9.77,2.9만
내xx 체인지,예도,9.52,1.5만
퍼플메모리,gkvn****,9.54,"3,472"
치킨키친,powe****,9.56,5.4만
액트 히어로,반건시,9.55,1만
캠퍼S파이(공지참고),324,8.56,1.2만
나의 불편한 파트너!,늘품,9.46,1.4만
킬라,채몬,8.81,"4,327"
그녀에게 속지마세요,C,8.90,2만
좋은 아빠,초록뱀,9.74,"8,479"
여고생 드루이드,워티,9.08,"7,710"
붐바스틱 어드벤처!,닥터잭,9.71,1.7만
망했다 튀어라,백백백,9.82,63만
옛날이야기 하나 해줄까?,정남,9.46,"9,982"
사급 공무원,일분,6.97,1.6만
시크릿 스폰서,소뽀,9.05,1.7만
나의 수상한 행성,살구 Salgoo,9.83,68만
연방 흑마술 관리국,GOATEN,9.67,20만
STAGE1,나미니,8.42,1만
백작가의 상인,헝그리,8.61,7.7만
드래곤메이커,DogAe,9.89,563만
이화우 흩날릴 제,스튜디오 클랩,9.68,8.2만
살아서 만납시다,달숨,9.66,127만
소울락,도트,9.57,1.3만
페카텀,OMJ,9.79,405만
아무도 모르는 마녀,삼월산타,9.19,7.6만
그때로 돌아갈 수 있다면,Twigim,8.90,40만
괜찮아 니인생이야,알송이,9.58,19만
바닥에 뻗어버린 60세,박효정,9.83,14만
하임의 서재,star****,9.89,31만
어쩌다 한집,글 융공 그림 아가,8.63,2.3만
프시케,FLYPEN x 쨍작가,9.12,"7,400"
십이제이(1기),GArt,9.39,7만
1896 그날의 기록,항일의병기념공원,8.92,1.7만
지구구구,허새보,9.64,2.1만
헨젤과 마녀 그레텔,사영영,9.50,8.8만
삼!위!일!체!,굴 비,8.93,"1,695"
아르케스,하연재,8.74,"1,235"
신의 정원,해곤,9.56,"2,548"
일일퀘스트의 그녀,빵봉지,8.96,"4,781"
봄을 그리다,이월,8.36,"2,064"
럽마쎌프,판매원,8.41,"2,373"
이별에 헤매는 날,삼분,9.05,916
"악녀,실격",니소라스,9.19,2.9만
하와와 여고생짱은 이세계에 가고싶어,지노쿠마,9.26,1.2만
정크이터,오동,9.59,6.3만
나!나!나!,지이음,8.02,"7,661"
봄날에,Sun Glass,8.63,"6,923"
암순응,지한,9.02,"7,614"
생존동맹,장마철,9.33,"2,998"
ROCK 페스티벌,아리솔,8.42,1.6만
신의 열매,감각연대기,9.49,"2,652"
오탁구는 성덕희야!,치루미,9.40,"2,497"
종말의 봄,윤관,9.69,"2,911"
아모르파티,범배,9.85,4.9만
아라군주,천진,9.45,8.2만
빙의는 빙의인데,치미도리,8.61,"3,244"
포도 청폴리스,칼렙,8.76,1.4만
채식주의자의 애완채소,양윤영,9.86,275만
스크럼블 에그!,닥터잭,9.81,61만
일렉트릭 마이 라이프,PARANSON,9.55,8.6만
여왕의 계절,보보군,9.84,483만
로판도 식후경,king****,9.88,46만
이상한 나라의 애리스,지으농,8.98,4만
미미쉐어하우스,청순한콧수염 봉선화연정,9.61,23만
브레인 스톰,구미호,9.89,293만
신입사원 박사원,박상빈,8.60,"8,260"
어둠의 일상툰,도리도리,9.70,116만
생명력 흡수자,유대환,7.74,11만
우리들은 미미미,씬양,9.85,59만
검은유성우,꾼,9.78,30만
검은 하늘 아래,현이,8.42,"9,567"
소라비의 잡화점,정레빗,9.80,68만
빵뽀시래기,반 하리,9.88,670만
스프린터,jk****,9.82,98만
이상과 현실,악역,9.89,146만
나의 섭식장애 일기,vldk****,9.83,167만
심야통행금지,삐죽버스3,9.63,2.2만
안녕오존,오존,9.87,262만
친애하는 연서,김방학,5.52,1.1만
환생 대기소,광땡,8.79,"8,295"
이과지옥,wjsd****,9.75,659만
정사도 [Saintly Dozen],천지,8.13,27만
오합지졸 퇴마단,의태,9.30,"4,153"
검은악어,서종,9.30,5.9만
컬러풀(신세기 단편 동화),신세기,9.88,1.5만
인간의 경계선,감향,9.41,"9,211"
살인대학,살모사,7.54,1만
행복 공방,위리,9.25,"5,543"
남주만 9명?!,wlss****,9.53,44만
도깨비신선,이갱,8.78,1.2만
도깨비신선,이갱,9.30,5.9만
클리셰,이정훈,9.84,136만
내가 만든 공포게임에 갇혔다,빛광기,9.42,3.9만
패밀리 in 던전,세모작가,9.19,1.2만
팔팔하게 18세!,나람,8.85,"5,651"
괴물의 바다,hwer****,9.89,31만
귀신이 사랑하는 법,프란지햄,8.84,"4,702"
죽음으로부터,바다,9.20,"8,040"
나팔꽃은 새벽에 핀다,jbyv****,8.68,"3,335"
만렙 할배,soul****,9.85,55만
득근득근 로맨스,잎피,8.86,1.1만
범과의 동침,집곰팡이,9.32,3.1만
프로젝트 푸른별,나로,9.05,"5,103"
개구리 가면,나강실,9.46,"8,415"
별이도령,교묘,9.68,10만
E런I(이런아이),Garee,8.77,2.4만
RPG 999회차 아직도 히든엔딩을 못 봤다,04****,9.13,6.6만
달이 뜨지 않는 도시,뚱귤,9.58,5.8만
꽃거지가 모델을 너무 잘함,모미,9.19,3.3만
첫사랑의 결말,도리,9.38,8.1만
나는 0대생,ls-e****,9.84,255만
죽음을 이기는 사랑은 없다.,달팡이,8.63,1.5만
여름의 자국,나몽,9.20,1.3만
지하최대 개미전,지마,9.69,3.3만
아킴보 듀얼,이사오사,9.53,1.3만
골치 아픈 연애,우개,9.14,11만
나의 괴담에게 고백을,부인,8.91,"6,331"
나와 로즈 할머니,민지우개,9.50,"6,757"
브론즈로 랭킹 1위,josq****,9.19,2.5만
오늘의 결말은 로맨스,뇩뚜,9.20,2.2만
여해,몰루,9.34,"6,207"
귀신의 시간 : 축시,글작가 에이트,9.53,5.8만
비타(VITA),pnguin,9.58,6.7만
별이불덮고잘래?,임희,9.45,23만
코실룩코실룩,수민,9.74,14만
잠깐만! 아이돌 좀 하고 갈게,hwar****,9.68,7.9만
열여섯과 스물 그 사이,무농이,8.98,63만
고량,wkwk****,9.87,34만
찌질한축구,김건호,8.60,2.3만
대체 가능한 개그만화,이없,9.26,1.3만
미궁의 마신,골쉼,9.66,8.5만
욕망대리인,스토아,6.40,3.7만
어서오세요. 남극,모과,9.61,3.1만
도돌이표,으겸2,9.67,2.6만
지배자들,예아,9.80,13만
아카데미 수석입학생은 불법 계약자,에즈노웰,9.61,2만
둘이서 아싸 라이프,릴피자,9.58,36만
합성,wjdw****,8.58,"3,359"
배반을 모르는 푸른 꽃을 위하여,김아츠,9.66,27만
인조인간설화,담디담,9.69,5.5만
사랑의 서사가 시작될 때,폴루루,9.19,1.4만
챌린저스 아레나,워니프레임,7.90,"4,435"
그마남 이야기,22****,9.86,740만
사랑비,dny2****,7.67,11만
어느새 미대생,하새,9.35,18만
고막남친,서클,9.48,14만
PISHIC!,MAV,8.86,1.7만
내 안에 깃든 너,날계란,9.81,5.4만
너와 내가 만나기까지,#김슈트#스스,8.58,1.2만
우리들만의 싸이커,오서본,7.93,4.4만
cute를 담당하고 있습니다,두리,9.08,1.5만
망상소년,권혼,9.10,"4,582"
이 세계 마왕님,케양,9.87,12만
앨리스 찾기,하세영,9.20,13만
오늘도 먹음머금,요운,9.87,100만
신인,던마,9.73,11만
스물둘*,유냐,9.19,5만
거미의 상자,yomg****,9.90,613만
베텔게우스,중력,9.58,45만
영안의 용사님!,이일사E14,8.52,"5,304"
보통의 외톨이,다다,9.86,24만
마법소녀는 거짓말,아점,8.64,"6,158"
해저여행자,astu****,9.21,"5,294"
사기꾼 한도령,시쿤,9.39,"3,334"
캐비넷 속 남자친구,주크,9.14,"3,879"
별별이별,진회,6.83,"2,194"
이상한 나라의 우리들,기운무리,8.34,"1,506"
나사고등학교,mi****,9.04,"7,314"
귀신님은 톱스타!,SUN,9.17,"3,814"
블러드라인,박현규,8.68,"1,927"
11인의 의자,박산호,8.71,"4,486"
내 남자친구는 불사신,고도하다 달멩이,8.23,"3,151"
살수택견 ' 꾼 ',kjwm****,9.42,"7,510"
도깨비바늘,diox****,8.26,"4,029"
인형동화,꼰돌,9.42,"7,861"
늘푸른공부방,이 정,9.17,"8,022"
피의 경계,황지호 X 조영태,8.55,"3,066"
퍼스트스텝,김광산,9.36,1.1만
윤도,이효현,9.37,"8,020"
비순애적 연정,cha_****,8.89,"5,015"
0,가프랑,5.08,"4,208"
끝내주는 로맨스,qorh****,8.73,"4,333"
칼 먹는 소녀,변화,9.22,"5,189"
아쿠파라,아차쿠라,7.43,"8,036"
빙하기(氷夏記),햄강,9.50,2만
청춘갱신,닝니,9.82,"5,815"
아가트,늬차,8.18,784
투명한 마음,여우야,9.23,1.2만
너는 캐릭터고 나는 작가야!,강크리,9.10,1.1만
국제명문 빌런 대학교,시넷찡,8.76,"1,582"
난 오늘 장난감을 받았어요,파스텔로,9.47,"6,651"
모나미 - 모든 나쁜 일이 일어나는 미래,만재,9.41,"7,110"
이게 마지막 웹툰일지 몰라,똥된장,9.69,1만
이별의 오류,vmfk****,9.18,"2,690"
잘됐으면 좋겠다,세순,8.72,"2,719"
더 이상 나를 사랑하지 않는 당신에게,젠틀한마토씨,8.56,"2,562"
등나무 호텔,BREAK,9.11,"5,914"
비영암살기,sam5****,8.89,"3,601"
찾아드립니다!,굴 비,9.51,"8,659"
미카엘 구마학원,dheo****,7.23,"1,657"
찬란한 너를 만나,뿅망치,8.39,"3,419"
손이 스치는 거리,미묘,9.15,"2,591"
잠들지 않으면 밤은 끝나지 않아,lamp1335,9.53,"4,150"
할리온의 일주일,김틸린,9.49,"5,745"
수상한 신입,철수킴,8.36,"1,173"
일니스,빵봉지,9.34,"2,922"
김그린VS남우주,철수킴,6.69,"1,111"
네 발목에 걸린 늪,릴리빈,7.05,"3,530"
연애 금지!,jeeu****,9.25,1만
완벽한 남자친구,김방랑,9.55,2.4만
임재유,이네#하네,9.53,"2,887"
움치치 움치치,성예,9.08,"4,801"
균,애니왕동균,9.54,"2,603"
너에게 다가가는 법,김용식,9.63,1.8만
건 앤 피아노,soul,9.54,"2,288"
원코인 로맨스,bori****,9.68,"4,196"
택배 속 여자애,기밀,8.61,"4,673"
지옥형사,신즈,8.92,"2,536"
악마와 모래언덕,마카롱 레몬,9.27,"4,558"
개구리는 썸,천일묭,9.60,"4,725"
못갖춘마디,민초아,9.63,"2,708"
요괴세상으로 간 무림,kdk3****,9.23,"3,087"
청소 잘하는 그녀,jjud****,9.23,"5,881"
인공마음,권면수,8.92,"1,559"
베타보이,째이,7.94,"1,175"
수라의 길,이효현,9.44,"6,384"
악은 악으로,마가돈,9.06,"1,190"
사랑도 재수가 되나요?,청,9.45,"9,420"
이번 생은 햄스터,뉵,9.68,"7,892"
알록달록,우태,9.31,"1,693"
다시 살게 한 사랑,김주현,8.74,"3,975"
오피스,양아최,9.42,2.1만
평범한 너,빅오링,8.74,"3,375"
학원용병 가인즈,지인E,8.65,"1,876"
불꽃남자 상남자,김주영,9.03,"5,970"
일진 엑소시스트,김도살,9.48,"2,897"
특이식성,채대리,8.72,"2,622"
남돌의 뮤즈가 되었다,윤나,9.33,1.4만
회장님은 신입이야,밤바비,8.79,"5,965"
나 혼자 섬 레시피,dusoon,9.69,2.8만
닌자 : 더 라스트 댄스,주황,9.39,"6,063"
다시만나요,웅2,8.38,"3,221"
어떻게든 해볼게요.,스박,8.11,672
개같은 가족,체다,9.59,"6,742"
"28,청춘!",이나라,9.59,"8,956"
푸디푸디,띵꼬롱,9.18,"3,637"
요괴 우두머리,jigo****,9.88,"4,110"
명랑하다 젊은 날,킹숭이,9.79,2만
하루는 맑음,또몽,9.37,1만
용사가 너무 쎄서 어쩔 수 없었습니다,후식#마청,9.71,3.3만
REAL,석진,8.68,1.5만
천공의 이주자들,리타,9.59,"2,409"
영혼의 단짝,도화,9.65,4.8만
앜마,choongchoong,9.56,"2,718"
홀,오동,9.66,"7,127"
종의기원,모조조조,8.66,"3,536"
주술인형,에프F,9.42,"5,527"
하지만 이해가 안돼!,w2****,8.04,"4,470"
빌런X히어로,기호,9.38,1.3만
오!지민,두둥실,8.68,"3,972"
평범 콤플렉스,샘브,9.66,1.1만
지옥인도자,글 이수민 그림이두원,9.60,"3,589"
선재공방 지상출장센터,금강주,9.75,"4,129"
서울역 거지 개방 방주가 되다,yang****,8.20,"8,677"
고행자,lily,9.02,"1,915"
클러치업,qkqm****,9.76,1.3만
파이페이스,우서배,9.75,"6,352"
외계인과 웜홀키스,유채,8.24,"2,335"
노잣돈,스토아,8.11,"1,228"
엉터리 동화 이야기,수민,9.71,"5,194"
슈라도,우담바라,9.73,"2,266"
로봇사서 레몬트리,카중,9.17,"3,755"
눈을 떠보니 그곳은 크리쳐 세계였다?,신선 x 표범,9.45,"3,651"
아티팩트 사냥꾼 길리트,서다일,9.73,"5,164"
더 빌런,oz****,9.80,"5,347"
아나스타시스,itpin,9.08,897
안개소녀,스카이콩콩,8.70,"3,329"
모태운,훌리,9.27,1만
유물의 N가지 사용법(구작),324,8.70,"3,500"
쿠키몽,호테,8.87,"8,641"
혼인해주세요!,도까리,8.93,"5,845"
하늘벼리다,낭고,9.53,"9,499"
종6품 구마도사,후두후두,9.42,"6,157"
여간첩 오금주,theg****,9.32,"2,354"
데드필드,adadasdasda,9.38,"6,842"
러브콜,흑흑,8.92,"2,205"
꿈신의 나라,요술공주,9.74,"1,289"
리커버리,오태호2,9.29,"2,881"
갓넘버,최원준,9.74,"2,952"
설화,하루272,9.58,"1,505"
매지컬 언데드 니키,최산정,9.16,"3,987"
겁쟁이 선남과 흉포한 나무꾼,짜잔,9.42,"6,888"
암살초딩,마가돈,7.83,"3,885"
돌아온 소꿉친구,sjb2****,8.89,"3,178"
인어 해미,낫 츠,9.56,"6,756"
원수는 외나무 다리에서 만난다,배추식빵,8.40,"2,784"
S탐정 앙드레,dlal****,9.90,114만
B-1 야작실,슨민찡,9.60,1.9만
안온한 여름,안수,9.56,"3,068"
성냥불니야,우레나기,8.77,"1,748"
미라쥬,유리엘,8.42,"1,124"
카피캣,lord****,8.79,"4,668"
고삼오버웰밍,김진수,9.27,"8,376"
평행선의 100일,일 Il,9.53,2.1만
인간원,윤유은,9.80,4.2만
소설 속 우리가 현대에 산다면,이기연,8.51,"6,402"
플러스 마이너스 로맨스,빠슷따,8.96,"5,859"
착귀갑사,건원,9.46,"8,709"
월화귀,gold2,8.88,"4,359"
다만 악에서 구하소서,마귀,9.70,2.8만
꿈나비,하나곰,7.72,"2,081"
다크맨,이정우97,9.17,"4,605"
환상부적,이정우97,8.01,"2,497"
소원을 말해봐,복숭아동자,9.57,"6,516"
노인정의 야수들,김택균,9.34,"3,503"
큐피트,진수,9.23,"3,705"
암살 공작,암살 공작,9.63,2.4만
엘리제를 위하여,사자,8.93,"2,307"
네가 나가!,지지님,9.29,2만
헬렐루야!,충,9.79,11만
준구의 작은 멸망,워티,9.66,"6,498"
출출한 밤,오이지,9.80,"5,394"
블루밍 코스모스,티티,7.72,"3,287"
아웃 스페이스,추노,9.43,"1,225"
회색빛 디데이,문은달,9.45,"2,695"
처음이라서 그래.,박희열,9.60,3.7만
.,용개용,9.26,7.3만
향의미로,이아스,9.55,"2,631"
나의 낙원,sjm1****,9.71,"2,794"
"안령, 미소야",나날,9.26,"6,166"
공포의 정석,TEAM 비브 라,9.59,1.3만
유학이라니?,때밋,8.00,"4,051"
아르카미르 로스트,nara****,9.30,"1,623"
해결사 김도율,대현자,8.53,"2,631"
둠의 오아시스,김전,9.79,3.2만
간택해줄래?,위곰,8.94,"4,132"
미스 홍길동,캡슐,9.02,"3,948"
유령클럽,조나단 정,8.83,"5,188"
당신이 바란다면,은밥,9.51,"3,877"
인질,그림 쵸코,8.92,"6,341"
코드네임:LOVE,초창,8.43,"3,264"
하이 마이 하이!,초창,8.64,"5,501"
육식주의자 선언,Bolt77,9.19,3.3만
머메이드 배쓰밤,뚀,8.40,"4,691"
흡!족시켜줘,삼눈33,9.57,"5,001"
재벌 2세,꼬냥툰,6.44,26만
태워주세요,임구오,9.00,"4,263"
도깨비 키우는 법,죽죽이,8.75,"6,373"
선남의 옷을 아십니까?,허니와골드,9.27,"9,018"
