Title,Author,Rating,Views
열정호구,sa****,9.87,218만
플라즈마걸스,pigr****,9.84,25만
에스프레소 케이크,west****,9.86,46만
그 중에 나는 없었다,cksd****,9.87,"1,462만"
청춘의 모퉁이,toda****,9.85,87만
오늘도 핸드메이드!,an****,9.86,117만
말랑말랑인생,INME,9.81,96만
막순이,draw****,9.85,85만
"그 어느 날, 우리는 서로를 바라보았다",fish****,9.64,113만
볼빨간씨의 하루,rosy****,9.26,7.1만
맘스 다이어리,bo****,9.78,118만
꼬매,heei****,9.75,481만
고양이 프린스,va****,9.79,809만
지금은 37.2도,sant****,9.74,28만
꼬마마법사 박광태,luck****,9.76,28만
구사일생,hame****,9.64,12만
아더스 (others),가니,9.77,4.2만
완전범죄,05****,9.68,236만
죽은 자들의 도시에서,tjsr****,9.72,81만
끝난게 아니다 (청춘은 야구&사랑),wana****,9.63,132만
지금은 가난중,hbco****,9.86,44만
너와 나의 90일,rlae****,9.85,201만
허니허니,정수B,9.89,248만
클라푸티 듀스,m_****,9.84,26만
산들바람,elec****,9.83,191만
차가움에게 은총을,mina****,9.83,100만
일상을 지켜라,eart****,9.88,81만
라라파루자,yt****,9.79,602만
촉수괴물 M,bboy****,9.87,92만
발자국이 녹기전에,tess****,9.87,806만
엥앙일기,eeng,9.86,58만
환생게임,grac****,9.46,"1,427만"
내 신랑은 구미호,nave****,9.47,158만
Live Live Dead,tith****,9.45,9.8만
폭풍의 짱빨라,달무리,8.57,1.8만
교실공략기,otor****,9.85,840만
낭만은 원래 돈이 없어야 하는 거래,ga_w****,9.85,30만
누군가의 이야기,u_bo****,9.87,223만
"우주에서제일못생긴설정이지만,그래도연애할수있을거같아",no****,9.84,216만
소녀의 마음으로,msgp****,9.85,157만
지켜주지못해서미안해,rahu****,9.86,40만
귀각시,po****,9.85,781만
마녀 어머니와 좀비 아들,si_n****,9.86,57만
더 키친 부오노,천원짜리,9.74,30만
UNDER UPRISE,togk****,9.81,15만
우리부부는개발개발해,pi****,9.85,84만
곰신남,곰신남,9.87,527만
엔드와 세이브,이시려,9.61,14만
연애싫어,deli****,9.85,"1,857만"
네가 머무는 자리,gera****,9.83,28만
다프트기어,wldd****,9.71,79만
로즈관찰일기,coin****,9.75,14만
[BL] Fools,noru****,9.03,61만
금수저,gp****,9.85,"1,227만"
아무 말이나 해(보) SHOW,u5****,9.84,4.5만
딩가딩 서콩,odod****,9.85,233만
넘버그레이,luuu****,9.87,22만
2015 범죄스릴러 에스,ㅂㄷㅇ,9.61,83만
fiction or nonfiction,forn****,9.85,484만
대학일기,ljt8****,9.90,"6,920만"
지켜라! 밥그릇,kana****,9.85,49만
저편의 그림자,zero****,9.79,10만
에르나크,er****,9.85,103만
갱스터,yoow****,9.47,13만
음남미녀,arti****,9.87,396만
여고남,태극,9.54,231만
마왕이 상병신,macc****,9.88,206만
묵색임금,woon****,9.85,52만
먼지소녀,seaa****,8.80,6.7만
인생팔이청년,tokk****,9.85,236만
지구의 태엽,yell****,9.85,82만
불멸의 드래곤,bekj****,9.38,112만
판데모니움,devi****,9.60,51만
GO! 신나고,answ****,9.59,3.1만
살랑이는 하루,sall****,9.75,102만
당신은 왼손을 모른다,GOEULWON,9.87,154만
리브 하이,김찹쌀임,9.57,12만
네모랜드,bo****,9.77,28만
분홍분홍해,toma****,9.85,"1,278만"
플레이어,muji****,9.51,100만
카니발라이즈,행드맨,9.85,189만
고양이가 할퀴고 간 자리,넷구이,9.82,224만
노하우,모모하시니,9.76,34만
방과후에,go****,9.78,4.1만
모던픽션A: 삼국지 표류도시,sala****,9.82,2.6만
체크포인트,blac****,9.58,43만
79년생. 세상과 7979하다.,79su****,9.83,35만
나와 악수하는 시간,nave****,9.83,71만
내 고양이! 님,stea****,9.85,33만
에스키스,ss_u****,9.85,70만
하이타이,벨벳바게트,9.83,23만
지구평화,이정훈,9.56,1.9만
모순의 남자,drea****,9.75,4.7만
Walking In The Dark,yona****,9.86,16만
리얼 소꿉친구,blac****,9.86,274만
A의 세계,rian****,9.39,56만
19세기 비망록,clam****,9.78,5.4만
다이아 하트의 안내인,all_****,9.12,27만
연애천재,dydt****,9.86,66만
"참아줘요, 마리안느!",me_r****,9.41,50만
하이스쿨 히어로즈,pigy****,9.77,27만
야수본능,재채기드워프,9.52,49만
생각그물.,hong****,9.86,33만
말랑하게 센티멘탈,차랑,9.81,11만
듀이,abab****,9.85,151만
투명한 동거,sjsj****,9.85,89만
은조,이예사,9.06,1.7만
비만곰의 정석 다이어트,noga****,9.77,591만
점심식탁,stud****,9.85,212만
자전거 도둑,nesr****,7.57,21만
공주님 마음대로!,gmfm****,9.37,19만
To.[M],ssow****,9.82,19만
CAT,wonj****,9.83,92만
나는 공주다,qort****,9.61,"1,070만"
유피씨의 그림일기,take****,9.67,34만
나를 키워주세요,sudd****,9.79,36만
개년들,sl****,9.87,43만
포이즌 아가씨,euis****,9.87,445만
찬란하게 드리우다,lsr0****,9.87,149만
아비터,daeg****,9.78,93만
소원을 이루어 줄게!,ks****,9.53,10만
크리스마스는 쨈과 함께,luci****,9.86,59만
731바이러스,정글리안김,9.74,108만
야상곡,came****,9.75,3.2만
낙타의 숲,disc****,9.51,20만
스타일리쉬 리벤지,Vin,9.61,13만
떡신사바,awer****,9.76,17만
사신과 소녀,민우주,9.86,79만
마미므메모,mu****,9.86,"1,014만"
사람교환사업,밍뉴,9.53,12만
홀리마운틴,abik****,8.98,1.1만
무브더크라우드,dpproduction,9.79,374만
난감소녀,ir****,9.83,76만
위험한 연자씨,muku****,9.71,88만
S군의 직딩일기 시즌2,ji****,9.65,34만
공부 좀 하자,pa****,9.85,76만
일어나보니 치킨,spac****,9.86,408만
리틀프린스!,메추리추리추리,9.77,230만
별똥별이 떨어졌다,gsli****,9.87,122만
변이,jmg8****,9.85,35만
우리집 브로콜리,qj****,9.83,206만
반짝반짝 행복해,김효중,9.26,6만
마왕 옆자리 비서 한 마리,tpgh****,9.81,19만
깨알공장공장장,키므네,9.50,56만
안쭝의 소심러브,jing****,9.67,30만
버티고,hyor****,9.72,18만
젠체스토리,toto****,9.37,2.7만
여고를 아느냐,gent****,9.85,54만
인수니즘 코믹스,inso****,9.79,30만
눈을감다,콘타,9.64,13만
옥수수군의 일기,blac****,9.81,30만
리부트,nice****,9.75,134만
서른살을 살았어,jnr4****,9.83,146만
청사나이,team****,9.84,229만
아싸라비아,d_um****,9.86,251만
연놈,ppow****,9.85,"1,286만"
SCP-The Administrator,da****,8.72,4.9만
대작,진짜범우,9.83,21만
그대와 청춘,mumu****,9.84,42만
5인전쟁,spel****,9.87,10만
미쓰토바,toba****,9.86,47만
고민상담특별부,스필26,9.86,322만
혼자를 기르는 법,hu****,9.85,78만
모두 어디로 간걸까?,drea****,9.70,4.9만
무한몽,gp****,9.78,467만
왕의정원,고츳,9.74,48만
사형제,soli****,9.88,874만
다섯개의이름,egoa****,9.76,48만
오늘만 사는 토끼가면,acur****,9.82,117만
아리랑부부,시소,9.81,34만
진짜여군,angd****,9.87,597만
얼인의 만아 (얼仁義 滿我),gram****,9.85,40만
열렙전사,23****,9.67,64만
악마와 티타임,he****,9.86,10만
힐데르트 캐슬,ba****,9.41,3.3만
우주대모험,sung****,9.20,34만
언더 더 애플트리,liid****,9.31,7.7만
신과 인간에 관한 재밌는 상상화,이미란,9.80,25만
죽은자를 상대하는 방법,tige****,9.85,264만
루크벨라의 우아한인생,hive****,9.87,68만
일상 로맨스,liao****,9.85,279만
사자(使者),ambe****,9.86,35만
강을 그리다,se****,9.86,9.4만
어렴풋이,daja****,9.80,13만
헬로리틀또리미,ladi****,9.86,13만
사나울,sana****,9.85,49만
SDB,prie****,9.69,18만
고양이 뚜껑,8bit****,9.85,36만
"가라, 로봇!",stud****,9.61,29만
성검의 홀리소드,daki****,9.71,8.9만
물속의 고요,gr****,9.82,12만
판타스틱! 티티우스 표류기,chod****,9.86,56만
더 모나크,flfl****,9.69,4.2만
애원(愛怨),mars****,9.81,42만
내 첫 사랑에 대한 기억,mabb****,9.86,123만
리바이벌(Revival),gjrl****,9.77,36만
별끝에서 땅끝까지,여지한,9.81,34만
마이 리틀 캐나다,yj****,9.85,89만
무의식의 숲,luci****,9.90,131만
자갈치땅콩,열미,9.86,93만
두번째의 왕자님,순탄,9.88,192만
생생 생활기록부,sigo****,9.86,72만
발렌티노 다스티,22****,9.82,22만
혼원사,ad****,9.86,51만
내 학생이 싸이코패스일 리가 없어,blac****,9.85,326만
우렁이라도 좋아,smal****,9.82,6.3만
그래도 내일은,enms****,9.79,23만
트라우마,홍구,9.90,936만
데몬데몬,nets****,9.85,158만
저리가요 마왕씨,holl****,9.86,64만
비밀스러운 짝사랑,gmlr****,9.86,67만
유랑인류,noma****,9.84,45만
달콤한 나의 독일,love****,9.87,87만
밤의 피조물,pete****,9.75,26만
외쳐불러 : 나머지 방송반,smin****,9.78,12만
Deep Blue,Ejel,9.87,52만
트러블걸,ehdi****,9.71,23만
네크로골비,개작가,9.85,139만
마스크걸,maem****,9.83,109만
블루 블로썸,qhfl****,9.60,6.5만
하루살이 소년,omdo****,9.87,48만
Save Me,loco****,9.86,284만
스리핑거,ng****,9.65,5.4만
수트 오브 스파이(suit of spy),11****,9.62,16만
그래도 괜찮을까?,kana****,9.69,139만
악마를 찾는 사람들,정글리안김,9.52,21만
Guarding - 그녀는 나의 웬수..,chao****,9.77,13만
데일리 위치,sp****,9.85,12만
언더그라운드 블러드팩,cold****,9.87,13만
"그래, 가끔 하늘을 보자",bu****,9.86,33만
틈새의주인,hear****,9.84,59만
1+1,raza****,9.86,111만
사랑하는 마음,vz****,9.62,7.6만
이별에서 우리는,수안,9.86,202만
나는 귀머거리다,home****,9.90,114만
The A,oper****,9.82,19만
아이돌 Dis토피아,조물씨,9.74,34만
실,issa****,9.85,33만
조선타임트래블,zoli****,9.84,25만
야생화,PIGGY,9.83,27만
신기관리팀 처용대,fire****,9.67,65만
설레긴 개뿔,wint****,9.85,123만
너의 나날,wksl****,9.88,339만
pponnie(뽀니),syan****,9.85,20만
마나마나,dode****,9.86,5.5만
마네킹,urna****,9.85,14만
심모람 채널,심모람,9.84,5.8만
프리템포,sonn****,9.86,3.7만
산신 [山神],near****,9.85,12만
카이제리온 (KAIXERION),tast****,9.50,1.2만
도닥도닥,dong****,9.86,13만
오즈의 바보들,holl****,9.89,119만
망각천사를 잡는 방법,zard****,9.75,7만
애오라지,peek****,9.70,5.1만
마왕의 휴일,루시엘린,9.87,40만
HOL(전설의 역사),VIPS,9.40,73만
어메이징 결혼이야기,김로델,9.85,775만
아이들의404,g_****,9.87,30만
날로 먹는 연애,song****,9.80,6.7만
묘생인생,me****,9.86,38만
환상음악단편선,zz****,9.69,2.3만
리바이어던,리바이,9.70,1.2만
기적의 앱스토어,sola****,9.86,5.4만
우애 좋은 삼남매,cclz****,9.85,25만
연애의 정석,cclz****,9.70,82만
서당개 삼년이면 풍월을 읊는다.,이도랑,9.81,3.8만
전달자,prie****,9.29,"4,122"
우주 수호기사 마이티 캣!,witw****,9.78,5.6만
오!주예수여,아현얄쌈,9.85,38만
캣밑피쉬 (The Cat Meets Fish),soot****,9.86,2만
미백클럽,la****,9.68,2.6만
펭귄테일,은보리,9.85,3.1만
시간나비,kiwi****,9.10,2.9만
썸타임,htm1****,9.86,19만
빨간눈 토끼,di****,8.52,8.9만
수상한 전학생,12****,9.85,42만
영어전쟁,rain****,9.86,3.5만
소녀의 세계,mora****,9.85,64만
룸메이트,elai****,9.56,1.4만
몬딕,toma****,9.87,26만
제왕의조건,habi****,9.81,2.2만
백수탐정,ailo****,9.82,3.7만
악제에피소드,sh****,9.56,"6,199"
(2부)나는엄마다,seey****,9.73,15만
HOOD,hyun****,9.87,47만
미다스의 아들,giga****,9.85,2.3만
안녕 내 스물일곱,ram6****,9.85,2.1만
뉴 빌런,hang****,9.82,7.6만
혼생자(魂生子),jane****,9.86,6.6만
리플렉션,gold****,9.78,3.3만
안단테 노선생,브그,9.63,"7,471"
아이보리,se****,9.87,30만
난 너의 운명,av****,9.83,4.8만
고기해방연합,jmin****,9.85,1.1만
진실게임,runa****,9.85,8.1만
불가능한 연애,mars****,9.86,8.7만
저장용,dold****,9.60,22만
개집사일기,kyen****,9.80,4.6만
F&I,skul****,9.61,"5,759"
만물상,ht****,9.81,1.6만
인버스,ihan****,9.86,2.2만
신영웅전기,lotu****,9.88,16만
해를쫓아별이된아이,jung****,9.86,5.9만
도나도나도나,박봉구,9.88,104만
천개의 소원,ine1****,9.86,17만
우리집 장롱대마왕,dalb****,9.78,37만
잊지않아,lyil****,9.55,9.8만
코코넨네,kkul****,9.87,15만
오토리버스,고라,9.76,6.6만
아이돌 스파이,yung****,9.62,1.9만
오늘은 좀 더 낫겠지,toda****,9.68,3.8만
그와 그녀와 그,hohe****,9.86,41만
죽지못해산다,shsa****,9.88,98만
슈퍼 시크릿,wizw****,9.85,35만
롤랜드 엠블리,Tan,9.49,"7,492"
유쾌빽양의 사회적응기,ni****,9.57,2.9만
렌탈맨,wkdx****,8.29,2.1만
호랑이형님,good****,9.84,92만
레이디 프로젝트,teum****,9.86,10만
에잇 뿔,해나13,9.83,"8,745"
천화,soso****,9.82,11만
여자들의 뒷담화,youn****,9.87,161만
요런 요물들,byeo****,9.86,5.2만
우바우(우리가 바라는 우리),itsun,9.86,25만
그린애플,한울,9.80,1.1만
아메리카노,u__s****,8.77,3.8만
무극,18675,9.84,8.2만
무림야구,fire****,9.43,21만
슬기로운 생활,wldo****,9.85,6.9만
CELL[셀],칸디두스,9.86,1.6만
4층복도끝천국,hyoz****,9.85,6만
선택게임,neoc****,9.87,43만
너라면 알까?,sinc****,9.86,8.9만
조금 더 가까이,noey****,9.86,"9,424"
"뉴욕, 고양이 그리고 나",okkt****,9.87,29만
네크로맨서,pdk5****,9.87,36만
뷰티풀 군바리,si****,9.73,65만
행운의 서(書),siji****,9.87,2.4만
5月하늘의돋보기,nact****,9.85,3.9만
버드(BUD),rnjs****,9.65,"3,542"
뿔뿔뿔뿔,na****,9.82,1.4만
꾼,uniq****,9.52,4.9만
이여인,lean****,9.85,2.4만
One Bite Of The Apple,eomj****,9.82,2만
바리바리발발,eunh****,9.86,8.2만
신룡의 주인,skyc****,9.85,15만
죽어도 숨은 쉰다,ljp6****,9.85,6.7만
약하지않아,seoy****,9.80,8.5만
연정가,alic****,9.48,6.4만
어쩌지 남여,jhbu****,9.79,20만
빗자루도깨비 태비 (리메이크 전),김탈선,9.85,"9,933"
디어비스,key1****,9.65,4.2만
그림술사,th****,9.87,11만
햄스터만 바라보다,tu****,9.87,31만
내 마음의 음유시인,밍뉴,9.86,9.9만
지옥문,녕아,9.85,66만
인생은꿈맛,허안나,9.35,2.2만
은퇴한 히어로,mush****,9.85,2.3만
숨,pink****,9.86,21만
달수이야기,ap****,9.86,10만
오가닉하게 우프!,gi****,9.85,"8,713"
그 섬에 바보들이 산다,em****,9.83,"4,265"
이별만화 완성도,손경석1227,9.58,"6,655"
연애의정령,rlag****,9.84,13만
새벽소리가 들린다,pure****,9.70,2.7만
그림자도마뱀사기극,plus****,9.80,1.7만
하이라몽,high****,9.53,32만
여도지죄,dydt****,9.83,22만
늑대와의 동침,wolf****,9.85,65만
씁쓸한 하루,안파머,9.83,2.7만
푸디와 친구들,jins****,7.75,"5,185"
내 소울메이트는 어디있을까,haew****,9.87,6.1만
다크써클 몸빼바지,kiritoon,9.81,2.8만
꽃보다 찬란한,ran1****,9.75,11만
글더하기그림,좋은형,9.82,1.8만
공복의 저녁식사,egg_****,9.85,31만
에르데,발로,9.79,1.8만
인간의 조건,ro****,9.87,4.8만
꼴통명문 구린고,smk3****,9.85,30만
괴발개발,두순,9.85,12만
비스트 사인,kthm****,9.66,5.5만
1+1=3,수페갈레,9.87,53만
로고스,wlsg****,9.63,"8,646"
소리다이어리,sory****,9.78,1.5만
유리구두의 비밀,midd****,9.76,24만
블러드블랙,juli****,9.86,3.4만
EMPIRE(제국),mylo****,9.60,2.4만
모아세 (모두가 아름다워진 세상),shuc****,9.86,12만
레드군,masa****,9.50,"2,722"
밴디지!,ks****,9.68,2만
몽유병,vivi****,9.73,4.5만
잉문학,momo****,9.83,"9,251"
"치킨,신이된닭",붓꽃,9.80,3.6만
제가 그냥 보라색을 좋아하는데요 (제.그.보.),sant****,9.86,6.8만
수상한복학생,penc****,9.84,25만
"그 날, 이후의 세계",polo****,9.84,1.9만
편의점의 마법사,별라,9.89,159만
자유부인,de****,9.86,195만
여자가 더 좋아하는 연애,ddod****,9.85,17만
ADHD 생활기,heed****,9.76,9.6만
Mrs. Alice,wkrl****,9.81,1만
윙즈 - 영광을 위한 날개,tlff****,9.82,8.3만
영광에 매이다,이도랑,9.74,2.6만
여탕보고서,rm****,9.84,36만
그리드(Greed),iqeq****,9.88,35만
(핫샷)HOTSHOT[?],jiwo****,9.76,14만
내가 엄마라니,조이스,9.87,53만
아침나라의 꽃,dado****,9.85,3.9만
카이만,wawa****,9.84,1.2만
슈퍼랑,di****,9.63,3만
로키 (Loki),kind****,9.86,4.1만
부처핸접,heym****,9.83,4.2만
망월선녀설화,sobo****,8.95,2.3만
오늘의 온도,5u****,9.85,"5,066"
비스트(beast),ni****,9.78,5.6만
소동헌을 위한 기록,nave****,9.73,2.7만
설레는 기분,ssam****,9.86,5만
위기의 범죄자,k0****,9.86,8.5만
너의 목소리가 보여,skku****,9.87,4.2만
보통회사 이야기,meet****,8.96,3.3만
아버지와 아들,huri****,9.75,2.5만
블랙,1020****,9.49,6만
솔라보이,hari****,9.78,3만
조조할인,이도랑,9.87,49만
알타고,걸파크,9.75,158만
쌍둥이네,chik****,9.87,23만
봄여름가을겨울 떡집,mytr****,9.75,"8,392"
애니마,해시브라운,9.83,6.2만
어느 오래된 도서관의 비밀,rain****,9.86,14만
이상한 나라의 더 이상한 앨리스,tjal****,9.76,8만
푸드 포스 레인저,seoh****,9.82,1.5만
그것은 어느날,milk****,9.85,5.8만
Princess of Dream,wpdi****,9.85,60만
바다의 노래,bruc****,9.41,1.2만
말하지 않는다.,mi****,9.76,3.5만
월야에 우는 새,juy8****,9.81,4.9만
아씨와 나,가니,9.86,19만
두근거려요,ddun****,9.85,2.4만
"Please Me, Please",rono****,9.78,3만
평일의 나,은보리,9.86,2.1만
애니멀'즈 매거진,nara****,9.79,9.9만
여고생이 좋아요,sudd****,9.87,97만
19평 사바나,oman****,9.54,2.3만
야수의 노래,yasu****,9.83,1.8만
기래믹스,kkk9****,9.72,"5,634"
여자의 마음,ar****,9.62,3.1만
마지막 피터팬,twen****,9.85,2.6만
우리집에 귀신이 사는것 같아,djrt****,9.80,41만
씁쓸남 유남생,mime****,9.81,"9,277"
엘리자베스1호,fan,9.85,6.7만
에스카토스,momo****,9.87,8.4만
변기통 로맨스,sson****,9.81,7.3만
마로이야기,난리,9.84,1.1만
리솔루토,ckdn****,9.73,"2,001"
코기의 취향,ac****,9.85,"6,796"
Two Coffins (투카핀스),eoji****,9.64,2만
비비디 바비디 덕,shus****,9.82,1.1만
특허소년,gian****,9.87,8.9만
그런만화,shar****,9.85,5.3만
시리우스,유울,9.84,7.5만
청춘거지클럽,co****,9.78,1.9만
드림웨폰,bb****,9.83,13만
선녀가온 나나,nari****,9.84,232만
이프,slig****,9.85,"7,754"
하푸하푸,eowl****,9.85,39만
문신,moch****,8.63,1.8만
blooming(블루밍),문과,9.87,16만
미궁,meeg****,9.82,1.3만
"오늘도 무사히,",nghi****,9.63,1.4만
애플시나몬,mcqu****,9.86,6만
동양의 색,hwi_****,9.78,5.6만
은빛 고릴라,14fa****,9.59,"7,986"
달이 빛나는 밤에,yosi****,9.78,4만
꽁치가 파닥파닥,kkon****,9.69,"9,548"
살신성인,gj****,9.85,28만
딸기와 밀크티,s_****,9.74,9.8만
그들의 방식,su****,9.83,5만
보글보글챱챱,chum****,9.80,11만
신수의 주인,skyc****,9.82,5.8만
DEAD DAYS,gume****,9.82,4.9만
7번국도아이,para****,9.81,2.6만
덕과의 동침,namh****,9.87,20만
하나마나,shin****,9.86,3.2만
황금 장미,blac****,9.85,28만
도전!만화가!!,jjan****,8.80,1.8만
달달한 러브컬렉션,alsw****,9.83,13만
불만시대,coco****,9.63,"7,997"
렛츠,고일,9.54,1.4만
어느 토요일 밤의 무지개,rkdr****,9.81,"8,713"
충무공,어기어차,9.14,2.4만
현악 4중주 - 콰르텟,어기어차,9.56,127만
BooBoo's Zoo(부부의 동물원),ry****,9.71,1.8만
펄스나인,55****,9.49,8.6만
미묘한 이야기,si****,9.44,"5,375"
밀레니엄 헌터,ifdr****,9.87,13만
"나비, 물고기",rlaq****,9.79,"8,493"
초딩생활2<달탐정발명대>,96****,9.64,6.3만
모두의 추억,rayk****,9.78,11만
아벨,ride****,9.52,1.1만
마음을 전해 드립니다.,3827****,9.83,1.1만
[톡툰],ha****,9.61,2.8만
상상고양이,yuki****,9.86,3.4만
최고의 콤비,ssam****,9.80,2만
코크싸이더,nin1****,9.75,748
포갓레인저,옥한돌,9.75,3.1만
동물소대,open****,9.40,1.8만
망각의 주인,nara****,9.87,10만
심박수1280,203d****,9.72,4.9만
우주교도소 바다붐,ko****,9.71,1.5만
모태솔로수용소,onda****,9.72,13만
어떤 화랑의 아가씨와 용의 이야기,hais****,9.86,8.9만
사각사각,re****,9.86,6.4만
사랑의 기술,navi****,9.66,"8,638"
오나미,seog****,7.43,"5,828"
우리들의 다섯걸음,lee_****,9.62,"4,048"
겨울X거울,fanh****,9.56,"3,991"
자이언트(THE HERO),pilr****,9.73,3.3만
버퍼링,rive****,9.85,2.3만
사랑은 햄스터를 타고,tomt****,9.85,17만
히키(HicKey),tprl****,9.85,"9,221"
시간선 完,kapi****,9.80,5만
고스트 컴퍼니,monn****,9.85,"8,433"
무색소녀,wohy****,9.85,"8,975"
[캠핑툰] 햇살이 따스해!,yang****,9.75,4.5만
만하생,rabi****,9.86,1.8만
행월이야기,whar****,9.72,1.3만
갱스타즈(Gangstaaz),co****,9.64,27만
그녀 찾아 삼만리,dkst****,9.71,2.3만
도깨비 낭자,hanu****,9.77,2.6만
뉴트리아,ql****,9.69,1.5만
"어서옵셔, 식당입니다.",kuro****,9.39,2.3만
유령라이프,byeo****,9.86,6.8만
썸씽,ar****,9.86,18만
테임,tkdr****,9.50,2.5만
마더어스,blue****,9.50,"5,886"
옥탑방마녀,kms0****,9.80,17만
유자의 오늘,yuzu****,9.86,6.2만
정상 컴플렉스,js_c****,9.88,50만
알트,chil****,9.79,"3,322"
이런 카페 처음이야,soot****,9.87,3.5만
마녀수업,mare****,9.86,2.1만
"숨은, 고양이 찾기",craz****,9.82,2.1만
DAWN 여명 - 트와일라이트 2부,sewo****,9.85,2만
길리,hang****,9.87,10만
트웰브,smal****,9.82,3.3만
상냥들,orig****,9.74,1.3만
빙하기 사람들,jwaw****,9.74,9.3만
커피와 스무디,hote****,9.86,1.6만
얼짱의 이중생활,qsct****,9.78,22만
장인의 나라,muhw****,9.85,"5,735"
블랙보이,노커,9.76,5.4만
하루달콤 하루쌉싸름,euny****,9.85,7.9만
그런 만화가가 있었다,west****,9.47,"6,298"
백설녀와 나무꾼,gp****,9.88,309만
여동생은 로봇,volt****,9.80,3.5만
아무래도 좋은 이야기,gogo****,9.67,2.1만
"멀리서 보면, 푸른 봄",ppum****,9.85,12만
튄공,no****,9.78,18만
망자카페,sobo****,9.78,2.1만
디바인 안드로메다,mm****,9.86,"8,112"
카니발-Carnival-,a_n_****,9.85,1.4만
사일런스,cros****,9.81,12만
L.C.S.F,isse****,9.81,2.2만
지구별통신,coco****,9.66,"5,258"
심해의 조각들,ji****,9.79,2.1만
진지 드셨어요?,yhg8****,9.76,1.2만
못난오리,myok****,9.84,5.4만
살인자,hoon****,9.85,23만
조각일기,2_ha****,9.77,"2,715"
마스크폴리스,doub****,9.84,"9,238"
달래주러 왔습니다,ggob****,9.57,"2,057"
짐승의 맛,hu****,9.82,11만
꽃보다 요지경,moon****,9.46,"6,067"
블랙 헤이즈,dydy****,9.87,148만
달콤한 계절,cart****,9.36,5만
죄를 삼키는 들꽃,양윤영,9.78,4.3만
IF,slig****,9.57,"4,586"
아첼레란도,bona****,9.76,"9,149"
그리고 우울증,sogo****,9.87,26만
다미:고!,arkl****,9.86,"5,016"
천사라네,silv****,9.81,5.4만
Full Metal Wing,sika****,9.85,1.8만
스너프 게임,chmi****,9.49,4.8만
신입사원 김용사씨,카르카,9.84,1.3만
트러블 앤 트리플,myou****,9.83,"1,369"
소년들은 무엇을 하고 있을까,cu****,9.85,8.2만
스펠 SPELL,bige****,9.79,2.9만
늘 푸른 찻집,b_****,9.85,5.4만
나는 귀신과 결혼했다,chat****,9.50,4.9만
할라피뇨와 겁쟁이,sing****,9.83,2.7만
월한강청록,ph****,9.86,7.3만
재온,ji****,9.79,1.9만
사랑 사랑 내사랑,bo****,9.75,109만
애플 다이너마이트,sh****,9.78,1.2만
"앵두야, 연애하자",1217****,9.85,"7,625"
미모(美母)를 찾아서,kkam****,9.88,89만
안녕 도쿄,pire****,9.80,1.4만
LOVE FICTION,gg****,9.73,"9,072"
그곳에우리가있었다,kyo_****,9.70,41만
사랑해요 누나..,rlad****,9.82,50만
원 뿔러스 원,elis****,9.84,2.4만
언령,ttl6****,9.40,"6,900"
윈드브레이커,hunt****,9.84,167만
바이스,song****,9.82,2.8만
"발로 그린 이야기,",ykik****,9.81,3만
묘진전,grey****,9.86,8.5만
치국이야기,pari****,9.86,"9,065"
숲의노래 : 영혼이 잠드는 숲,GJH,9.83,2.3만
쏠쏠한 일기,kf****,9.81,2.1만
"소년,소녀에게 묻는다.",myok****,9.45,1.2만
네거티브 칸나,sadd****,9.74,166만
크로우,aj****,9.82,17만
평범한 8반,ssmo****,9.61,12만
프리드로우,keta****,9.85,46만
양말도깨비,tmfr****,9.86,20만
썸툰,모히또모히칸,9.87,70만
내가 아는동생은 지금,rasp****,9.78,3.7만
몽쥬페,ccoo****,9.86,6만
백스쿨,ggon****,9.31,"5,668"
정팔이는 엄마,oman****,9.76,2.5만
공간-空間-,igho****,9.86,15만
TWINS,byul****,9.70,5.5만
오블리비언,황지호 X 조영태,9.85,2.6만
기기묘묘시리즈,yw****,9.84,25만
철수는영희를사랑해,kord****,9.86,23만
릴리 키스(Lily Kiss),byso****,9.74,"9,300"
피아타,llac****,9.75,16만
안해요씨,vari****,9.80,3.2만
미스테리 게임,bean****,9.71,6.4만
샌드위치를 먹다,kms0****,9.62,5.1만
간밧떼 유학생 시즌2,ye****,9.61,5.3만
버드맨 (bird-man),bigb****,9.62,9.8만
뉴클리어맨,bb****,9.64,1.6만
나는엄마다,seey****,9.83,31만
25세 요술공주,jiwo****,9.76,15만
어느 베개의 이야기,re_g****,9.77,"4,145"
블랙시저스,dive****,9.81,"6,665"
신의 언어,s0****,9.84,6.1만
콜링 (The Calling),ja****,9.85,1.6만
도복리 파이터,10od****,9.58,35만
다크로드인,ttan****,9.86,12만
1 Push H,astr****,9.86,11만
달달한 러브파이,alsw****,9.86,8.9만
베어,개작가,9.80,47만
안녕！후식맨,drea****,9.83,1.4만
조선의함대,haru****,9.56,3.1만
딸기랑 나랑,녕아,9.86,12만
외모윤리,wawa****,9.85,12만
달세즈,me****,9.86,2.7만
인섹터,0차세기0,9.56,5.8만
샌드스톰,himm****,9.76,"5,353"
에렌티,ian0****,9.71,"4,170"
너에게는 그저그런,03,9.86,2.7만
루비노(Rubino),be****,9.71,2만
신데렐라를 찾습니다 2,hjc9****,9.75,31만
잿빛악마,chas****,9.85,6.3만
량 -무인정사-,zz****,8.92,"1,710"
미쓰토바,miss****,9.78,2.5만
메모리시티-일주일해결사들,chon****,9.73,"8,626"
12 (TWELVE),smal****,9.58,2.7만
